GeneID	Symbol
90850	ZNF598
154313	C6orf165
124274	GPR139
349075	ZNF713
401410	LOC401410
152877	FAM53A
352961	HCG26
9179	AP4M1
7965	JTV1
10682	EBP
10683	DLL3
9175	MAP3K13
10681	GNB5
9173	IL1RL1
9172	MYOM2
9170	LPAR2
10531	PITRM1
118987	PDZD8
10533	ATG7
10534	SSSCA1
10535	RNASEH2A
10536	LEPREL2
10537	UBD
10538	BATF
10539	GLRX3
121006	FAM186A
8888	MCM3AP
8884	SLC5A6
8886	DDX18
8887	TAX1BP1
8880	FUBP1
8881	CDC16
8882	ZNF259
8883	NAE1
654466	KGFLP2
654463	FER1L6
26851	SNORD3B-1
26855	RNU2-2
672	BRCA1
157753	TMEM74
54014	BRWD1
79742	CXorf36
91433	RCCD1
729989	LOC729989
91431	LOC91431
79746	ECHDC3
79747	C6orf103
79744	ZNF419
79745	CLIP4
1582	CYP8B1
1583	CYP11A1
1580	CYP4B1
1581	CYP7A1
1586	CYP17A1
1587	ADAM3A
1584	CYP11B1
1585	CYP11B2
252995	FNDC5
144608	C12orf60
145553	MDP-1
730183	LOC730183
730184	LOC730184
283788	LOC283788
143384	C10orf46
161779	PGBD4
100128139	LOC100128139
126364	LRRC25
23731	C9orf5
23732	C9orf4
27020	NPTN
27022	FOXD3
27023	FOXB1
338321	NLRP9
729362	RPL36AP37
221294	NT5DC1
100128687	LOC100128687
731852	LOC731852
100128684	LOC100128684
92162	TMEM88
145748	LYSMD4
8314	BAP1
8315	BRAP
8317	CDC7
8310	ACOX3
8312	AXIN1
8313	AXIN2
8318	CDC45L
10825	NEU3
56413	LTB4R2
389156	RPL21P39
389152	FLJ46210
28984	C13orf15
389151	LOC389151
9928	KIF14
9929	JOSD1
28985	MCTS1
9920	KBTBD11
23271	CAMSAP1L1
9922	IQSEC1
9923	ZBTB40
9924	PAN2
9925	ZBTB5
9926	LPGAT1
9927	MFN2
55850	USE1
55851	PSENEN
55852	TEX2
55853	C10orf110
55854	ZC3H15
55855	FAM45B
55856	ACOT13
55857	NCRNA00153
55858	TMEM165
55859	BEX1
126868	C1orf161
166793	ZNF509
25770	C22orf31
25771	TBC1D22A
25776	CBY1
25777	UNC84B
25774	GSTTP1
25775	C22orf24
25778	DSTYK
253805	LOC253805
51279	C1RL
3646	EIF3E
3645	INSRR
3643	INSR
3642	INSM1
3641	INSL4
3640	INSL3
64960	MRPS15
64963	MRPS11
64965	MRPS9
64968	MRPS6
26084	SGEF
26086	GPSM1
26080	LOC26080
26083	TBC1D29
26082	DKFZP434L187
100272148	GPCRLTM7
100272147	MTCP1NB
51275	C12orf47
53938	PPIL3
3891	KRT85
57535	KIAA1324
387748	OR56B1
112398	EGLN2
112399	EGLN3
387742	FAM99A
440078	FAM66C
440073	IQSEC3
440072	NCRNA00167
440077	ZNF705A
83417	FCRL4
83416	FCRL5
644414	DEFB131
340526	RGAG4
340527	NHSL2
340529	PABPC1L2A
202500	TCTE1
151963	C3orf59
727799	LOC727799
168975	CNBD1
23648	SSBP3
115557	GEFT
339745	SPOPL
23649	POLA2
89849	ATG16L2
645425	PRAMEF20
645426	TMEM191C
645422	RPL10P12
643143	LOC643143
89846	FGD3
23647	ARFIP2
642819	ZNF487
91370	MGC20647
91373	UAP1L1
79228	THOC6
4784	NFIX
4783	NFIL3
4782	NFIC
4781	NFIB
4780	NFE2L2
132724	TMPRSS11B
132720	C4orf32
494513	DFNB59
494514	C18orf56
441670	OR4M1
652147	LOC652147
81839	VANGL1
81833	SPACA1
81832	NETO1
81831	NETO2
652493	LOC652493
652494	LOC652494
10332	CLEC4M
10333	TLR6
10330	CNPY2
10331	B3GNT3
10336	PCGF3
390928	PAPL
10335	MRVI1
390927	ZNF793
401557	LOC401557
401554	FLJ46836
401551	WDR38
401550	C9orf148
6271	S100A1
100190986	LOC100190986
6273	S100A2
6272	SORT1
6275	S100A4
6274	S100A3
6277	S100A6
6276	S100A5
6279	S100A8
6278	S100A7
401884	MGC57346
121793	C13orf16
856	CATR1
857	CAV1
858	CAV2
859	CAV3
653361	NCF1
8908	GYG2
728215	FAM155A
728216	LOC728216
728212	LOC728212
54916	C14orf101
353174	ZACN
54914	KIAA1797
400684	LOC400684
5229	PGGT1B
8906	AP1G2
400680	LOC400680
5223	PGAM1
5222	PGA5
5226	PGD
5225	PGC
5224	PGAM2
100127955	LOC100127955
100127950	LOC100127950
100127951	UNQ6484
79667	FLJ13197
284417	TMEM224
284415	VSTM1
284412	LOC284412
79819	WDR78
284418	FAM71E2
83992	CTTNBP2
83990	BRIP1
83998	REG4
83999	KREMEN1
254910	LCE5A
126567	FAM148C
100131561	FKSG29
100131563	LOC100131563
100131564	LOC100131564
652965	SNORA48
79789	CLMN
652968	GATSL3
729164	hCG_1732469
267020	ATP5L2
9816	URB2
79663	HSPBAP1
28913	IGKV3-15
9811	KIAA0427
9812	KIAA0141
651430	FLJ38576
113540	CMTM1
388177	LOC388177
7755	ZNF205
7754	ZNF204
7757	ZNF208
7756	ZNF207
7750	ZMYM2
7753	ZNF202
7752	ZNF200
79811	SLTM
201780	SLC10A4
100132147	LOC100132147
100133233	LOC100133233
100133236	LOC100133236
150684	COMMD1
150681	OR6B3
2578	GAGE6
2579	GAGE7
2576	GAGE4
2577	GAGE5
2574	GAGE2C
2575	GAGE3
2572	GAD2
2570	GABRR2
2571	GAD1
57210	SLC45A4
57211	GPR126
57212	KIAA0495
57213	C13orf1
57214	KIAA1199
57215	THAP11
57216	VANGL2
201255	LRRC45
64184	FAM12B
64180	DPEP3
977	CD151
976	CD97
975	CD81
974	CD79B
973	CD79A
972	CD74
971	CD72
970	CD70
978	CDA
442247	RFPL4B
4151	MB
153339	TMEM167A
64236	PDLIM2
64231	MS4A6A
64232	MS4A5
442240	ZNF259P
125958	OR7D4
125950	RAVER1
387509	GPR153
152687	ZNF595
100134278	LOC100134278
10475	TRIM38
10474	TADA3L
10477	UBE2E3
10476	ATP5H
10471	PFDN6
10473	HMGN4
10472	ZNF238
644714	LOC644714
644717	LOC644717
10479	SLC9A6
10478	SLC25A17
728970	PPP1R2P4
728975	LOC728975
728978	hCG_1818231
2821	GPI
8927	BSN
8926	SNURF
8925	HERC1
8924	HERC2
8929	PHOX2B
8928	FOXH1
115399	LRRC56
731139	LOC731139
28584	TRBV10-2
645030	LOC645030
255231	MCOLN2
255239	ANKK1
131616	TMEM42
100133752	LOC100133752
92558	CCDC64
92552	ATXN3L
151658	LOC151658
151657	LOC151657
151651	EFHB
28589	TRBV7-9
1469	CST1
1468	SLC25A10
100129455	LOC100129455
1464	CSPG4
1466	CSRP2
1460	CSNK2B
100129453	LOC100129453
1462	VCAN
116113	FOXP4
1401	CRP
157983	C9orf66
28638	TRBC2
1407	CRY1
91608	RASL10B
91607	SLFN11
1404	HAPLN1
91603	ZNF830
221481	C6orf81
100128494	LOC100128494
114112	TXNRD3
130560	SPATA3
340307	CTAGE6
27257	LSM1
27255	CNTN6
27254	CSDC2
27253	PCDH17
27252	KLHL20
51188	SS18L2
27250	PDCD4
51186	WBP5
51187	RSL24D1
51184	GPN3
51185	CRBN
51182	HSPA14
27258	LSM3
55954	ZMAT5
55957	LIN37
55959	SULF2
55958	KLHL9
166614	DCLK2
374877	C19orf45
374872	C19orf35
374879	ZNF699
56603	CYP26B1
56604	TUBB4Q
56605	ERO1LB
56606	SLC2A9
57553	MICAL3
57552	AADACL1
57551	TAOK1
57556	SEMA6A
57555	NLGN2
57554	LRRC7
57559	STAMBPL1
57558	USP35
441263	PMS2L11
441268	LOC441268
645249	LOC645249
26127	FGFR1OP2
26122	EPC2
26123	TCTN3
26121	PRPF31
26128	KIAA1279
100130015	LOC100130015
3488	IGFBP5
113230	LOC113230
113235	SLC46A1
147912	SIX5
79845	RNF122
79844	ZDHHC11
79847	TMEM180
79846	C7orf63
79841	AGBL2
79840	NHEJ1
79843	FAM124B
79842	ZBTB3
3430	IFI35
3431	SP110
84775	ZNF607
3433	IFIT2
79849	PDZD3
79848	CSPP1
84771	MGC13005
3437	IFIT3
2037	EPB41L2
2036	EPB41L1
203069	R3HCC1
203068	TUBB
2033	EP300
4849	CNOT3
2030	SLC29A1
203062	TSNARE1
4846	NOS3
4841	NONO
2039	EPB49
2038	EPB42
202333	CMYA5
100129842	ZNF737
100129846	LOC100129846
440138	ALG11
100129845	LOC100129845
440137	FLJ31945
400916	CHCHD10
440132	hCG_1815504
440131	LOC440131
79594	MUL1
100131763	LOC100131763
100131766	OK/SW-CL.58
100131765	LOC100131765
100131768	LOC100131768
147004	LOC147004
147007	TMEM199
409	ARRB2
641977	SEPT13
6451	SH3BGRL
6450	SH3BGR
6453	ITSN1
6452	SH3BP2
6455	SH3GL1
6457	SH3GL3
6456	SH3GL2
6459	SH3GLP2
6458	SH3GLP1
100128822	LOC100128822
127943	FCRLB
170572	HTR3C
170575	GIMAP1
653509	SFTPA1
646282	AZGP1P1
653501	LOC653501
653505	PPIAL4B
4062	LY6H
4063	LY9
4060	LUM
4061	LY6E
4066	LYL1
4067	LYN
4064	CD180
4065	LY75
646753	RPS26P2
4068	SH2D1A
4069	LYZ
646754	LOC646754
642666	LOC642666
353288	KRT26
26011	ODZ4
90407	TMEM41A
286297	LOC286297
286299	LOC286299
4878	NPPA
80243	PREX2
256236	NAPSB
100126447	LOC100126447
163071	ZNF114
6334	SCN8A
6335	SCN9A
6336	SCN10A
6337	SCNN1A
6330	SCN4B
6331	SCN5A
6332	SCN7A
200058	FLJ23867
6338	SCNN1B
6339	SCNN1D
161502	C15orf26
134728	IRAK1BP1
10109	ARPC2
10105	PPIF
10107	TRIM10
10106	CTDSP2
10101	NUBP2
10100	TSPAN2
10103	TSPAN1
10102	TSFM
121457	IKIP
285242	HTR3E
125206	SLC5A10
388697	HRNR
388695	LYSMD1
388698	FLG2
388699	C1orf46
654364	NME1-NME2
84237	DKFZp547J222
84232	MAF1
84233	TMEM126A
84230	LRRC8C
84231	TRAF7
1667	DEFA1
1666	DECR1
1665	DHX15
1663	DDX11
1662	DDX10
1660	DHX9
129787	TMEM18
100130264	LOC100130264
728409	C21orf54
728404	AGAP8
5414	SEPT4
100133863	LOC100133863
100133862	LOC100133862
5412	UBL3
5413	SEPT5
100133869	LOC100133869
400499	LOC400499
129870	UBTFL3
192286	HIGD2A
339	APOBEC1
338	APOB
335	APOA1
334	APLP2
337	APOA4
336	APOA2
331	XIAP
330	BIRC3
333	APLP1
332	BIRC5
51348	KLRF1
51340	CRNKL1
51341	ZBTB7A
51343	FZR1
51347	TAOK3
149986	LSM14B
729467	LOC729467
729461	LOC729461
286370	LOC286370
150185	LOC150185
348235	FAM33A
92822	ZNF276
7372	UMPS
100158262	SCARNA9L
389634	LOC389634
10938	EHD1
10939	AFG3L2
64881	PCDH20
10934	MORF4
10935	PRDX3
10936	GPR75
10930	APOBEC2
10933	MORF4L1
221806	VWDE
9447	AIM2
9446	GSTO1
9445	ITM2B
57020	C16orf62
9443	MED7
57026	PDXP
9441	MED26
9440	MED17
150726	FBXO41
54532	USP53
124961	ZFP3
22931	RAB18
22930	RAB3GAP1
22933	SIRT2
22932	POMZP3
22934	RPIA
22937	SCAP
22936	ELL2
22938	SNW1
283316	CD163L1
94056	SYAP1
56954	NIT2
56955	MEPE
56956	LHX9
56957	OTUD7B
56950	SMYD2
56951	C5orf15
56952	PRTFDC1
56953	NT5M
645676	LOC645676
125336	LOXHD1
113746	ODF3
54700	RRN3
54707	GPN2
57538	ALPK3
54708	MARCH5
27437	CECR8
27436	EML4
27434	POLM
27433	TOR2A
91107	TRIM47
27430	MAT2B
27439	CECR6
115749	C12orf56
147798	TMC4
147791	LOC147791
157848	NKX6-3
100129396	LOC100129396
143496	OR52B4
100129395	LOC100129395
196513	DCP1B
643733	LOC643733
643736	LCAP
29028	ATAD2
79676	OGFOD2
441400	RAB1C
79674	VEPH1
79675	FASTKD1
79672	FN3KRP
79673	ZNF329
79670	ZCCHC6
79671	NLRX1
729877	TBC1D3E
727851	RGPD8
283820	NOMO2
727857	BHLHA9
729870	LOC729870
65078	RTN4R
26747	NUFIP1
26740	OR1J2
26748	GAGE12I
26749	GAGE2E
100128998	C20orf181
338661	TMEM225
338662	OR8D4
114836	SLAMF6
338667	LOC338667
65072	ALS2CR10
28775	IGLV7-46
151449	GDF7
28778	IGLV6-57
440757	MGC44328
100128511	LOC100128511
100128510	LOC100128510
29890	RBM15B
730034	LOC730034
3973	LHCGR
3972	LHB
3975	LHX1
3977	LIFR
3976	LIF
3978	LIG1
730038	LOC730038
442454	RP11-278E11.2
51663	ZFR
55561	CDC42BPG
51661	FKBP7
51660	BRP44L
51667	NUB1
51666	ASB4
51665	ASB1
55567	DNAH3
55568	GALNT10
51669	TMEM66
51668	HSPB11
56033	BARX1
56034	PDGFC
4478	MSN
4477	MSMB
85301	COL27A1
85300	ATCAY
85302	FBF1
439914	LOC439914
439915	KRTAP5-5
439916	C12orf37
439911	LOC439911
135656	DPCR1
139170	WDR40B
1024	CDK8
134526	ACOT12
5346	PLIN
1026	CDKN1A
5340	PLG
5341	PLEK
5343	PLGLB1
5348	FXYD1
5349	FXYD3
619351	C8orf75
123346	HIGD2B
138162	C9orf116
100130609	PP12708
403257	OR4C45
403253	OR4A47
346517	OR6V1
579	NKX3-2
578	BAK1
573	BAG1
572	BAD
571	BACH1
570	BAAT
577	BAI3
576	BAI2
575	BAI1
574	BAGE
404635	NANOGP1
692157	SNORA16B
284023	LOC284023
284021	C17orf60
284029	C17orf44
171546	C14orf147
5555	PRH2
2015	EMR1
5557	PRIM1
5551	PRF1
5550	PREP
5553	PRG2
5552	SRGN
5558	PRIM2
4861	NPAS1
4867	NPHP1
2013	EMP2
5883	RAD9A
5881	RAC3
5880	RAC2
5887	RAD23B
5886	RAD23A
5885	RAD21
5884	RAD17
100131262	LOC100131262
5889	RAD51C
5888	RAD51
6554	SLC10A1
6555	SLC10A2
6556	SLC11A1
6557	SLC12A1
6550	SLC9A3
6553	SLC9A5
6558	SLC12A2
6559	SLC12A3
100132510	GLRXL
11073	TOPBP1
266811	NPSA
403150	FLJ31356
286319	TUSC1
401498	TMEM215
401497	LOC401497
401494	PTPLAD2
401491	FLJ35024
84856	LOC84856
84852	C1orf203
84850	C9orf70
84851	TRIM52
284716	RIMKLA
84858	ZNF503
84859	LRCH3
120065	OR5P2
64718	UNKL
64714	PDIA2
64711	HS3ST6
64710	NUCKS1
219952	OR6Q1
219954	OR9I1
283847	CCDC79
219957	OR9Q2
283849	EXOC3L
219959	OR1S1
81328	OR4A15
168451	THAP5
81327	OR4A16
100128276	LOC100128276
387930	RPL13AP25
200150	PLD5
200159	C1orf100
158431	ZNF782
158435	LOC158435
158434	LOC158434
400728	FAM87B
400720	ZNF772
10602	CDC42EP3
10603	SH2B2
10600	USP16
10606	PAICS
10607	TBL3
10605	PAIP1
90233	ZNF551
90231	KIAA2013
10609	SC65
54549	SDK2
54545	MTMR12
54544	CRCT1
54546	RNF186
54541	DDIT4
54540	FLJ10404
54543	TOMM7
54542	RC3H2
120939	C12orf59
120935	CCDC38
54093	SETD4
285033	LOC285033
54090	NCRNA00111
54097	FAM3B
54094	C21orf15
9410	SNRNP40
93349	SP140L
9412	MED21
729082	LOC729082
51011	FAHD2A
123624	AGBL1
148979	GLIS1
399706	C10orf139
8398	PLA2G6
8399	PLA2G10
8394	PIP5K1A
8395	PIP5K1B
8396	PIP4K2B
8390	OR1G1
8391	OR1P1
8392	OR3A3
119694	OR51F2
119695	OR52R1
119692	OR51S1
728678	LOC728678
728675	LOC728675
1366	CLDN7
353514	LILRA5
1364	CLDN4
1365	CLDN3
1362	CPD
1363	CPE
1360	CPB1
1361	CPB2
1368	CPM
1369	CPN1
127018	LYPLAL1
414260	C10orf136
414269	CYP17A1OS
55762	ZNF701
55763	EXOC1
55760	DHX32
55761	TTC17
55766	H2AFJ
51068	NMD3
55764	IFT122
55765	C1orf106
51065	RPS27L
220164	DOK6
55768	NGLY1
55769	ZNF83
51061	TXNDC11
51060	TXNDC12
51063	CALHM2
51062	ATL1
57728	WDR19
57720	GPR107
57721	METTL14
57722	IGDCC4
57724	KIAA1632
57727	NCOA5
253738	EBF3
340618	FAM41AY
345222	C4orf44
161291	TMEM30B
2444	FRK
57188	ADAMTSL3
57189	KIAA1147
57184	C15orf17
57185	NIPAL3
57186	C20orf74
57187	THOC2
731528	LOC731528
57181	SLC39A10
57182	ANKRD50
283383	GPR133
389844	FTHL19
389840	MAP3K15
389842	LOC389842
100268168	LOC100268168
53354	PANK1
53353	LRP1B
53358	SHC3
9638	FEZ1
9639	ARHGEF10
9630	GNA14
9631	NUP155
9632	SEC24C
9633	MTL5
9635	CLCA2
9636	ISG15
9637	FEZ2
58985	IL22RA1
58986	TMEM8
347487	CXorf66
346288	SEPT14
344595	LOC344595
692312	PPAN-P2RY11
83857	TMTC1
3340	NDST1
3346	HTN1
3347	HTN3
3344	FOXN2
9188	DDX21
83850	FAM62C
4259	MGST3
4258	MGST2
4250	SCGB2A2
4253	CTAGE5
4255	MGMT
4254	KITLG
4257	MGST1
4256	MGP
131909	FAM172B
643677	hCG_2011852
643675	hCG_2045751
727956	SDHALP2
727957	HEATR7A
100129562	LOC100129562
100129566	LOC100129566
54960	GEMIN8
25949	SYF2
25948	KBTBD2
25941	C18orf10
25940	FAM98A
25943	C20orf194
25942	SIN3A
25945	PVRL3
25946	ZNF385A
3834	KIF25
3835	KIF22
3836	KPNA1
3837	KPNB1
23473	CAPN7
3831	KLC1
23471	TRAM1
3833	KIFC1
3838	KPNA2
3839	KPNA3
23479	ISCU
642236	LOC642236
286151	FBXO43
286154	LOC286154
402117	VWC2L
55245	UQCC
55244	SLC47A1
55247	NEIL3
55246	CCDC25
55240	STEAP3
55243	KIRREL
55249	YY1AP1
55248	TMEM206
6143	RPL19
6142	RPL18A
6141	RPL18
6147	RPL23A
6146	RPL22
6144	RPL21
378925	RNF148
376940	ZC3H6
653677	SEC1
645954	hCG_1783494
645958	RPS18P9
10807	SDCCAG3
10800	CYSLTR1
56245	C21orf62
727842	LOC727842
56246	MRAP
4539	ND4L
4534	MTM1
4535	ND1
4536	ND2
4537	ND3
122773	KLHDC1
619499	SNORA27
619498	SNORD74
400604	LOC400604
84643	KIF2B
84641	HIATL1
84640	USP38
84647	PLA2G12B
84645	C22orf23
84649	DGAT2
84648	LCE3D
441394	SUGT1P
390072	OR52N4
390077	OR52N2
390075	OR52N5
390079	OR52E8
390078	OR52E6
388242	LOC388242
7069	THRSP
7068	THRB
7067	THRA
7066	THPO
7064	THOP1
7062	TCHH
7060	THBS4
285547	LOC285547
285548	LOC285548
6964	TRD@
6967	TRGC2
8153	RND2
100130476	LOC100130476
283045	LOC283045
124857	WFIKKN2
219453	OR8K5
158381	LOC158381
170261	ZCCHC12
116437	LOC116437
150577	LOC150577
150572	SMYD1
60489	APOBEC3G
60488	MRPS35
60487	TRMT11
81285	OR51E2
60485	SAV1
60484	HAPLN2
64102	TNMD
60482	SLC5A7
60481	ELOVL5
64101	LRRC4
100132726	LOC100132726
148327	CREB3L4
100132728	LOC100132728
401357	LOC401357
80778	ZNF34
401351	LOC401351
80772	GLTPD1
80777	CYB5B
80776	B9D2
80775	TMEM177
80774	LIMD2
7849	PAX8
7844	RNF103
7846	TUBA1A
7841	MOGS
7840	ALMS1
9340	GLP2R
9341	VAMP3
9342	SNAP29
9343	EFTUD2
9344	TAOK2
9348	NDST3
9349	RPL23
90060	CCDC120
54978	C2orf18
54979	HRASLS2
353333	KRTAP10-10
353332	KRTAP12-1
54970	TTC12
54971	BANP
54972	TMEM132A
54973	CPSF3L
54974	THG1L
54976	C20orf27
54977	SLC25A38
100134763	LOC100134763
152065	C3orf22
100130868	LOC100130868
26959	HBP1
26958	COPG2
100130863	ZNF840
26953	RANBP6
26952	SMR3A
1979	EIF4EBP2
1978	EIF4EBP1
1977	EIF4E
1975	EIF4B
1974	EIF4A2
1973	EIF4A1
2848	GPR25
2849	GPR26
2846	LPAR4
2847	MCHR1
2844	GPR21
2845	GPR22
2842	GPR19
2843	GPR20
2840	GPR17
2841	GPR18
112849	C14orf149
112840	WDR89
256380	SCML4
55704	CCDC88A
79029	SPATA5L1
55705	IPO9
100134181	LOC100134181
79026	AHNAK
79025	C20orf195
79024	MGC5590
79023	NUP37
55706	TMEM48
79020	C7orf25
51084	CRYL1
55700	MAP7D1
51082	POLR1D
55702	CCDC94
55709	KBTBD4
23671	TMEFF2
23670	TMEM2
23673	STX12
89837	FAM7A3
23677	SH3BP4
23676	SMPX
23678	SGK3
89839	ARHGAP11B
89838	FAM7A1
51458	RHCG
150962	PUS10
51450	PRRX2
51451	LCMT1
51454	GULP1
340385	ZNF517
497634	BEYLA
59307	SIGIRR
79738	BBS10
388722	C1orf53
389799	C9orf171
55486	PARL
65992	DDRGK1
8456	FOXN1
8455	ATRN
8454	CUL1
8453	CUL2
8452	CUL3
8451	CUL4A
8450	CUL4B
65998	LOC65998
65999	LRRC61
8459	TPST2
8458	TTF2
92335	STRADA
115861	NXNL1
50509	COL5A3
50508	NOX3
50507	NOX4
50506	DUOX2
221400	TDRD6
56681	SAR1A
56683	C21orf59
253962	LOC253962
196913	LOC196913
348654	GEN1
201627	FAM116A
201626	PDE12
201625	DNAH12
64106	NPFFR1
222194	RSBN1L
134957	STXBP5
644511	RPL13AP6
63899	NSUN3
63898	SH2D4A
63895	FAM38B
63894	C14orf133
63897	HEATR6
63891	RNF123
63893	UBE2O
63892	THADA
402481	PP13004
402483	tcag7.907
653857	ARP11
440894	LOC440894
375316	RBM44
375318	AQP12A
645744	LOC645744
645745	MT1P2
724102	SNHG4
147081	C17orf69
339559	ZNF642
653583	PHLDB3
144571	LOC144571
144577	C12orf66
4358	MPV17
4359	MPZ
4354	MPP1
4355	MPP2
4356	MPP3
4357	MPST
4350	MPG
4351	MPI
4352	MPL
4353	MPO
790969	ZNF705F
440864	LOC440864
440865	FLJ46838
729355	LOC729355
100129159	LOC100129159
440862	FLJ41757
613210	DEFB137
170062	FAM47B
170063	CXorf22
100129150	LOC100129150
100129151	LOC100129151
170067	FAM48B2
100128209	LOC100128209
100128203	LOC100128203
100128202	FLJ25694
442590	SPDYE5
91526	ANKRD44
729359	KIAA1881
91522	COL23A1
91523	FAM113B
284996	RNF149
253143	C22orf30
359787	DPPA3
441027	FLJ12993
441025	LOC441025
441024	MTHFD2L
550631	CCDC157
404220	C6orf201
121364	OR10A7
124626	ZPBP2
128366	OR6P1
128367	OR10X1
128360	OR10T2
128368	OR10Z1
255031	FLJ35390
138799	OR13C5
646588	LOC646588
388555	IGFL3
200634	KRTCAP3
391269	C21orf126
138428	PTRH1
138429	PIP5KL1
391267	C21orf81
390792	KRT39
390790	ARL5C
79784	MYH14
169436	C9orf96
5498	PPOX
5499	PPP1CA
5494	PPM1A
100129518	LOC100129518
5496	PPM1G
5493	PPL
284513	LOC284513
246176	GAS2L2
400410	ST20
246175	CNOT6L
83893	SPATA16
146547	PRSS36
83891	SNX25
83890	SPATA9
83897	KRTAP3-2
83896	KRTAP3-1
146540	ZNF785
83894	TTC29
83899	KRTAP9-2
100129513	LOC100129513
29929	ALG6
29928	TIMM22
29927	SEC61A1
29926	GMPPA
29925	GMPPB
29924	EPN1
29923	C7orf68
29922	NME7
29920	PYCR2
168507	PKD1L1
729759	OR4F29
8291	DYSF
8290	HIST3H3
8293	SERF1A
8292	COLQ
8295	TRRAP
8294	HIST1H4I
8243	SMC1A
256710	GLIPR1L1
283189	OR9G4
256714	MAP7D2
206358	SLC36A1
283171	C11orf44
100133859	LOC100133859
161003	STOML3
7566	ZNF18
7567	ZNF19
7564	ZNF16
7565	ZNF17
7562	ZNF708
7561	ZNF14
22908	SACM1L
7568	ZNF20
7569	ZNF182
126731	C1orf96
117196	MRGPRX4
117195	MRGPRX3
117194	MRGPRX2
338758	LOC338758
120775	OR2D3
120776	OR2D2
64806	IL25
64805	P2RY12
257044	C1orf101
64802	NMNAT1
64801	ARV1
64800	EFCAB6
100132025	LOC100132025
100133373	LOC100133373
2239	GPC4
2230	FDX1
2232	FDXR
2235	FECH
2237	FEN1
5937	RBMS1
5936	RBM4
5935	RBM3
5934	RBL2
5933	RBL1
5932	RBBP8
5931	RBBP7
5930	RBBP6
201514	ZNF584
5939	RBMS2
201516	ZSCAN4
100188893	TOMM6
414152	C10orf105
414157	C10orf62
286260	LOC286260
148281	SYT6
100132686	LOC100132686
100132688	LOC100132688
90925	LOC90925
91966	CXorf40A
100134685	LOC100134685
64375	IKZF4
64374	SIL1
64377	CHST8
64376	IKZF5
100132971	LOC100132971
254028	LOC254028
100132978	ATCD1
100132979	GOLGA8D
387628	KGFLP1
728830	LOC728830
728833	FAM72D
54839	LRRC49
283970	PDXDC2
54834	GDAP2
54836	BSPRY
54831	BEST2
54830	NUP62CL
54832	VPS13C
10228	STX6
10229	COQ7
10224	ZNF443
10225	CD96
10226	M6PRBP1
10227	MFSD10
10220	GDF11
10221	TRIB1
10223	GPA33
112479	ERI2
54788	DNAJB12
255374	MBLAC1
149620	RP11-165H20.1
54780	NSMCE4A
112476	PRRT2
54785	C17orf59
54784	ALKBH4
115123	MARCH3
642558	LOC642558
595135	PGM5P2
79180	EFHD2
79183	TTPAL
79184	BRCC3
100129318	UNQ3118
79187	FSD1
79188	TMEM43
100129312	LOC100129312
100128040	LOC100128040
100128046	PP13439
1647	GADD45A
285195	SLC9A9
285194	LOC285194
144776	hCG_2038428
100128597	LOC100128597
100128594	LOC100128594
100128590	LOC100128590
197342	EME2
55072	RNF31
55073	LRRC37A4
55070	DET1
55071	C9orf40
51559	NT5DC3
55074	OXR1
55075	UACA
340267	COL28A1
51554	CCRL1
51557	LGSN
55079	FEZF2
51550	CINP
51552	RAB14
374354	NHLRC2
374355	C10orf96
143279	HECTD2
130355	C2orf76
93492	TPTE2
169714	QSOX2
27111	SDCBP2
27112	FAM155B
27113	BBC3
27115	PDE7B
55696	RBM22
55697	VAC14
55695	NSUN5
55692	LUC7L
55693	KDM4D
55690	PACS1
55691	FRMD4A
29949	IL19
55698	RADIL
55699	IARS2
5228	PGF
56521	DNAJC12
57698	KIAA1598
57699	CPNE5
57695	USP37
57696	DDX55
57697	FANCM
57690	TNRC6C
57691	KIAA1586
57692	MAGEE1
57693	ZNF317
64951	MRPS24
441108	LOC441108
344892	RTP2
26242	OR4C1P
26240	FAM50B
26247	OR2L1P
26246	OR2L2
26245	OR2M4
26249	KLHL3
26248	OR2K2
57348	TTYH1
57343	ZNF304
342132	ZNF774
79966	SCD5
646875	RPL12P2
79962	DNAJC22
79963	ABCA11P
79960	PHF17
646870	LOC646870
84033	OBSCN
84034	EMILIN2
100192378	LOC100192378
100192379	LOC100192379
2172	FABP6
2173	FABP7
2170	FABP3
2171	FABP5
2176	FANCC
2177	FANCD2
4969	OGN
4968	OGG1
4967	OGDH
2178	FANCE
3263	HPX
3265	HRAS
3267	AGFG1
3266	ERAS
3269	HRH1
3268	AGFG2
79669	C3orf52
440279	UNC13C
440278	CATSPER2P1
440275	EIF2AK4
222659	PXT1
440270	GOLGA8B
53844	COPG2IT1
167359	MGC42105
53841	MUPCDH
53840	TRIM34
53842	CLDN22
22798	LAMB4
375298	CERKL
147166	TRIM16L
375295	LOC375295
6886	TAL1
6887	TAL2
6884	TAF13
6885	MAP3K7
6882	TAF11
6883	TAF12
6880	TAF9
6881	TAF10
6888	TALDO1
402569	KPNA7
100129058	LOC100129058
100129055	LOC100129055
648556	LOC648556
100128909	LOC100128909
399844	FLJ45445
401145	KIAA1680
133923	ZNF474
692088	SNORD50B
692087	SNORD49B
692085	SNORD45C
692084	SNORD13
375127	FLJ26056
51083	GAL
374655	ZNF710
374654	KIF7
374650	FLJ40113
374659	HDDC3
