Ensembl ID	MIM_MORBID ID
ENSG00000013810	605303
ENSG00000014123	613372
ENSG00000014216	114220
ENSG00000014257	171790
ENSG00000014641	154200
ENSG00000014824	604604
ENSG00000014919	220110
ENSG00000014919	256000
ENSG00000014919	603646
ENSG00000015133	611204
ENSG00000015153	607534
ENSG00000015171	608668
ENSG00000015285	300299
ENSG00000015285	300392
ENSG00000015285	301000
ENSG00000015285	313900
ENSG00000015413	179780
ENSG00000015475	601997
ENSG00000015479	164015
ENSG00000015479	606070
ENSG00000015520	608010
ENSG00000015532	264800
ENSG00000015532	608125
ENSG00000015568	612708
ENSG00000015568	612709
ENSG00000015568	612710
ENSG00000015676	610296
ENSG00000016082	600366
ENSG00000016402	605620
ENSG00000016490	603906
ENSG00000017260	169600
ENSG00000017260	604384
ENSG00000017373	610786
ENSG00000017427	147440
ENSG00000017427	608747
ENSG00000017483	300649
ENSG00000017797	605801
ENSG00000018189	611194
ENSG00000018236	600016
ENSG00000018236	612540
ENSG00000018280	600266
ENSG00000018280	607948
ENSG00000018280	610446
ENSG00000018408	607392
ENSG00000018510	600121
ENSG00000018510	603051
ENSG00000018625	104290
ENSG00000018625	182340
ENSG00000018625	602481
ENSG00000019102	606011
ENSG00000019144	612834
ENSG00000019169	604870
ENSG00000019186	126065
ENSG00000019505	607716
ENSG00000019549	172800
ENSG00000019549	602150
ENSG00000019549	608890
ENSG00000019582	142790
ENSG00000019991	142409
ENSG00000019991	608265
ENSG00000019995	611749
ENSG00000020129	608458
ENSG00000020181	606823
ENSG00000020426	602659
ENSG00000020577	610747
ENSG00000020633	600210
ENSG00000020922	600814
ENSG00000020922	604391
ENSG00000021300	607651
ENSG00000021355	130135
ENSG00000021461	606534
ENSG00000021488	220100
ENSG00000021488	604144
ENSG00000021574	182601
ENSG00000021574	604277
ENSG00000021645	600567
ENSG00000021762	606733
ENSG00000021776	610548
ENSG00000021826	237300
ENSG00000021826	265380
ENSG00000021826	608307
ENSG00000021852	120960
ENSG00000022267	300163
ENSG00000022267	300695
ENSG00000022267	300696
ENSG00000022267	300717
ENSG00000022267	300718
ENSG00000022355	137160
ENSG00000022355	254770
ENSG00000022355	611136
ENSG00000022556	231090
ENSG00000022556	609364
ENSG00000022556	609661
ENSG00000023191	173320
ENSG00000023228	157655
ENSG00000023228	252010
ENSG00000023287	114480
ENSG00000023287	606837
ENSG00000023318	609170
ENSG00000023330	125290
ENSG00000023445	601721
ENSG00000023516	604696
ENSG00000023572	606820
ENSG00000023608	600591
ENSG00000023734	605986
ENSG00000023839	237500
ENSG00000023839	601107
ENSG00000023892	610094
ENSG00000023902	608335
ENSG00000023909	601176
ENSG00000024048	609134
ENSG00000024422	605890
ENSG00000024526	612002
ENSG00000025039	608268
ENSG00000025156	140581
ENSG00000025293	610335
ENSG00000025423	606623
ENSG00000025434	602423
ENSG00000025708	131222
ENSG00000025708	603041
ENSG00000025770	611230
ENSG00000025796	174050
ENSG00000025796	608648
ENSG00000025800	610563
ENSG00000026025	193060
ENSG00000026036	603361
ENSG00000026036	608833
ENSG00000026103	134637
ENSG00000026103	601859
ENSG00000026297	612944
ENSG00000026297	612951
ENSG00000026508	107269
ENSG00000026508	609027
ENSG00000026559	603788
ENSG00000026751	606625
ENSG00000026950	613593
ENSG00000027001	602241
ENSG00000027075	601367
ENSG00000027075	605437
ENSG00000027644	147671
ENSG00000027697	107470
ENSG00000027697	209950
ENSG00000027697	600263
ENSG00000027697	607948
ENSG00000027697	610424
ENSG00000027847	130070
ENSG00000027847	604327
ENSG00000027869	604514
ENSG00000028116	602169
ENSG00000028137	191191
ENSG00000028277	164176
ENSG00000028528	601272
ENSG00000028839	605521
ENSG00000029363	612588
ENSG00000029534	182900
ENSG00000029534	612641
ENSG00000029559	147563
ENSG00000029639	607033
ENSG00000029725	603616
ENSG00000029993	300193
ENSG00000030066	607614
ENSG00000030110	600516
ENSG00000030304	601296
ENSG00000030304	608931
ENSG00000030419	606234
ENSG00000030582	138945
ENSG00000030582	607485
ENSG00000031003	609371
ENSG00000031081	610911
ENSG00000031544	268100
ENSG00000031544	604485
ENSG00000031544	611131
ENSG00000031691	611506
ENSG00000031698	607529
ENSG00000031823	603327
ENSG00000032219	180201
ENSG00000032389	608998
ENSG00000032444	603197
ENSG00000032444	612020
ENSG00000032742	600595
ENSG00000033011	605907
ENSG00000033011	608540
ENSG00000033050	612510
ENSG00000033100	608037
ENSG00000033170	602589
ENSG00000033178	611361
ENSG00000033327	606203
ENSG00000033627	192130
ENSG00000033800	603566
ENSG00000033867	603353
ENSG00000034053	602712
ENSG00000034063	607990
ENSG00000034152	602315
ENSG00000034510	188399
ENSG00000034677	607119
ENSG00000034693	214100
ENSG00000034693	601539
ENSG00000034693	603164
ENSG00000034713	607452
ENSG00000034971	137750
ENSG00000034971	231300
ENSG00000034971	601652
ENSG00000035403	193065
ENSG00000035403	611407
ENSG00000035403	613255
ENSG00000035681	603043
ENSG00000035687	103060
ENSG00000035720	604298
ENSG00000035862	188825
ENSG00000035928	102579
ENSG00000036257	603136
ENSG00000036448	603509
ENSG00000036473	300461
ENSG00000036473	311250
ENSG00000036530	604087
ENSG00000036565	193002
ENSG00000036672	604725
ENSG00000036828	145980
ENSG00000036828	146200
ENSG00000036828	239200
ENSG00000036828	601199
ENSG00000036828	612899
ENSG00000037042	605785
ENSG00000037280	136352
ENSG00000037280	153100
ENSG00000037280	602089
ENSG00000037474	610916
ENSG00000037637	609109
ENSG00000037749	600491
ENSG00000037897	604466
ENSG00000037965	142970
ENSG00000038002	208400
ENSG00000038002	613228
ENSG00000038210	612101
ENSG00000038274	605527
ENSG00000038295	606742
ENSG00000038295	613087
ENSG00000038358	606030
ENSG00000038382	601893
ENSG00000038427	118661
ENSG00000038427	143200
ENSG00000038532	611303
ENSG00000038945	153622
ENSG00000038945	176807
ENSG00000039068	114480
ENSG00000039068	137215
ENSG00000039068	167000
ENSG00000039068	176807
ENSG00000039068	192090
ENSG00000039068	608089
ENSG00000039139	244400
ENSG00000039139	603335
ENSG00000039139	608644
ENSG00000039319	608880
ENSG00000039537	217050
ENSG00000039537	612446
ENSG00000039560	606586
ENSG00000039600	606698
ENSG00000039650	605610
ENSG00000039650	613402
ENSG00000039987	607335
ENSG00000040199	611066
ENSG00000040341	605920
ENSG00000040531	219750
ENSG00000040531	219800
ENSG00000040531	219900
ENSG00000040531	606272
ENSG00000040608	181500
ENSG00000040608	605566
ENSG00000040633	612910
ENSG00000040731	604555
ENSG00000040933	600916
ENSG00000041353	603869
ENSG00000041357	176846
ENSG00000041802	610780
ENSG00000041880	607726
ENSG00000041982	187380
ENSG00000041988	612532
ENSG00000042088	607198
ENSG00000042088	607250
ENSG00000042286	605159
ENSG00000042317	268000
ENSG00000042317	604232
ENSG00000042317	609868
ENSG00000042429	603810
ENSG00000042429	613668
ENSG00000042493	153615
ENSG00000042753	602242
ENSG00000042781	268000
ENSG00000042781	276901
ENSG00000042781	608400
ENSG00000042813	608498
ENSG00000042832	188450
ENSG00000042832	274700
ENSG00000042832	608175
ENSG00000042980	606188
ENSG00000043039	604823
ENSG00000043093	605905
ENSG00000043143	610515
ENSG00000043355	603073
ENSG00000043355	609637
ENSG00000043462	601603
ENSG00000043591	109630
ENSG00000043591	607276
ENSG00000044012	601271
ENSG00000044090	273750
ENSG00000044090	609577
ENSG00000044115	116805
ENSG00000044446	300798
ENSG00000044446	306000
ENSG00000044459	611870
ENSG00000044524	114500
ENSG00000044524	179611
ENSG00000044574	138120
ENSG00000046604	125671
ENSG00000046604	610193
ENSG00000046604	612877
ENSG00000046651	300170
ENSG00000046651	300209
ENSG00000046651	300804
ENSG00000046651	311200
ENSG00000046653	300051
ENSG00000046774	300468
ENSG00000046889	612139
ENSG00000047230	300380
ENSG00000047249	608861
ENSG00000047315	180661
ENSG00000047365	606645
ENSG00000047410	188550
ENSG00000047410	189940
ENSG00000047457	117700
ENSG00000047457	604290
ENSG00000047579	181500
ENSG00000047579	203300
ENSG00000047579	607145
ENSG00000047597	314850
ENSG00000047617	610109
ENSG00000047634	300227
ENSG00000047648	300118
ENSG00000047849	157132
ENSG00000047932	606845
ENSG00000047936	165020
ENSG00000048028	610748
ENSG00000048052	606543
ENSG00000048162	612861
ENSG00000048342	216360
ENSG00000048342	612013
ENSG00000048342	612284
ENSG00000048342	612285
ENSG00000048392	604712
ENSG00000048392	612075
ENSG00000048392	613077
ENSG00000048462	109545
ENSG00000048540	180386
ENSG00000048544	611976
ENSG00000048545	600364
ENSG00000048545	602093
ENSG00000048649	608522
ENSG00000048707	608877
ENSG00000048740	602538
ENSG00000048828	612265
ENSG00000049089	120260
ENSG00000049089	600204
ENSG00000049089	603932
ENSG00000049130	145250
ENSG00000049130	184745
ENSG00000049130	611664
ENSG00000049167	216400
ENSG00000049167	609412
ENSG00000049192	605008
ENSG00000049239	138090
ENSG00000049239	604931
ENSG00000049245	603657
ENSG00000049246	603427
ENSG00000049247	604097
ENSG00000049249	602250
ENSG00000049283	607264
ENSG00000049323	150390
ENSG00000049449	602735
ENSG00000049540	123700
ENSG00000049540	130160
ENSG00000049540	185500
ENSG00000049540	194050
ENSG00000049541	194050
ENSG00000049541	600404
ENSG00000049656	612585
ENSG00000049759	606384
ENSG00000049768	222100
ENSG00000049768	300292
ENSG00000049768	304790
ENSG00000049860	268800
ENSG00000049860	606873
ENSG00000050030	300524
ENSG00000050130	611176
ENSG00000050165	605416
ENSG00000050327	600888
ENSG00000050344	604135
ENSG00000050405	608364
ENSG00000050438	605024
ENSG00000050555	604349
ENSG00000050628	176806
ENSG00000050730	608019
ENSG00000050748	602896
ENSG00000050767	610043
ENSG00000050820	602941
ENSG00000051108	608070
ENSG00000051128	604800
ENSG00000051180	114480
ENSG00000051180	179617
ENSG00000051341	604419
ENSG00000051382	602925
ENSG00000051523	233690
ENSG00000051523	608508
ENSG00000051596	606929
ENSG00000051620	605825
ENSG00000051825	605501
ENSG00000052126	607770
ENSG00000052344	600823
ENSG00000052723	611656
ENSG00000052795	612768
ENSG00000052802	607545
ENSG00000052850	168500
ENSG00000052850	601224
ENSG00000052850	605420
ENSG00000052850	609597
ENSG00000052850	613451
ENSG00000053254	602628
ENSG00000053371	603418
ENSG00000053438	603106
ENSG00000053501	610675
ENSG00000053524	125853
ENSG00000053747	226650
ENSG00000053747	226700
ENSG00000053747	245660
ENSG00000053747	600805
ENSG00000053900	606947
ENSG00000053918	192500
ENSG00000053918	220400
ENSG00000053918	607542
ENSG00000053918	607554
ENSG00000053918	609621
ENSG00000054116	610955
ENSG00000054118	603809
ENSG00000054148	610167
ENSG00000054179	602012
ENSG00000054219	604524
ENSG00000054267	609696
ENSG00000054277	606695
ENSG00000054282	613524
ENSG00000054356	601773
ENSG00000054392	605743
ENSG00000054523	118210
ENSG00000054523	171300
ENSG00000054523	256700
ENSG00000054523	605995
ENSG00000054598	601090
ENSG00000054598	601631
ENSG00000054598	602482
ENSG00000054598	604229
ENSG00000054654	608442
ENSG00000054654	612999
ENSG00000054793	609126
ENSG00000054796	605114
ENSG00000054938	613127
ENSG00000054967	611211
ENSG00000054983	245200
ENSG00000054983	606890
ENSG00000055118	152427
ENSG00000055118	608168
ENSG00000055118	609620
ENSG00000055118	613688
ENSG00000055130	603134
ENSG00000055163	606323
ENSG00000055208	605101
ENSG00000055208	612863
ENSG00000055332	176871
ENSG00000055483	612543
ENSG00000055609	606833
ENSG00000055732	607400
ENSG00000055917	607205
ENSG00000055950	611848
ENSG00000055955	143890
ENSG00000055955	600564
ENSG00000055957	147270
ENSG00000056291	607449
ENSG00000056558	601711
ENSG00000056661	600346
ENSG00000056736	605458
ENSG00000056972	607043
ENSG00000056998	300198
ENSG00000057019	608698
ENSG00000057149	600517
ENSG00000057252	102642
ENSG00000057294	602861
ENSG00000057294	609040
ENSG00000057468	602105
ENSG00000057593	227500
ENSG00000057608	600767
ENSG00000057657	603423
ENSG00000057663	604261
ENSG00000057935	609050
ENSG00000058056	603591
ENSG00000058063	605869
ENSG00000058085	150292
ENSG00000058085	226650
ENSG00000058085	226700
ENSG00000058091	610679
ENSG00000058262	609213
ENSG00000058272	602021
ENSG00000058335	606600
ENSG00000058404	607707
ENSG00000058668	108732
ENSG00000058673	613513
ENSG00000058804	610115
ENSG00000058866	601854
ENSG00000059377	231095
ENSG00000059377	274180
ENSG00000059378	612481
ENSG00000059573	138250
ENSG00000059573	612652
ENSG00000059588	605052
ENSG00000059691	603645
ENSG00000059728	600021
ENSG00000059758	603440
ENSG00000059804	138170
ENSG00000059915	602327
ENSG00000060069	604168
ENSG00000060069	604927
ENSG00000060138	603437
ENSG00000060140	611433
ENSG00000060237	145260
ENSG00000060237	201300
ENSG00000060237	605232
ENSG00000060339	612569
ENSG00000060491	606459
ENSG00000060558	139314
ENSG00000060566	611998
ENSG00000060642	239300
ENSG00000060642	610274
ENSG00000060656	602454
ENSG00000060688	607797
ENSG00000060709	611602
ENSG00000060718	120280
ENSG00000060718	154780
ENSG00000060718	603932
ENSG00000060718	604841
ENSG00000060971	261515
ENSG00000060971	604054
ENSG00000060982	113520
ENSG00000061273	606542
ENSG00000061337	133239
ENSG00000061337	606551
ENSG00000061492	606360
ENSG00000061656	603038
ENSG00000061676	604891
ENSG00000061794	611995
ENSG00000061918	139397
ENSG00000061936	601945
ENSG00000061938	606994
ENSG00000062038	114021
ENSG00000062038	225280
ENSG00000062038	601553
ENSG00000062096	300003
ENSG00000062194	608412
ENSG00000062282	606983
ENSG00000062485	118950
ENSG00000062524	151520
ENSG00000062582	611986
ENSG00000062598	606421
ENSG00000062650	610754
ENSG00000062716	611753
ENSG00000062725	605324
ENSG00000062822	174761
ENSG00000063046	603928
ENSG00000063127	607972
ENSG00000063169	605690
ENSG00000063176	607092
ENSG00000063177	604179
ENSG00000063180	604644
ENSG00000063241	612928
ENSG00000063244	191318
ENSG00000063245	607262
ENSG00000063322	612914
ENSG00000063438	606517
ENSG00000063515	601845
ENSG00000063601	300171
ENSG00000063660	600395
ENSG00000063854	138760
ENSG00000063978	602850
ENSG00000064012	114480
ENSG00000064012	114550
ENSG00000064012	211980
ENSG00000064012	601763
ENSG00000064012	607271
ENSG00000064115	605181
ENSG00000064195	104510
ENSG00000064195	190320
ENSG00000064195	600525
ENSG00000064199	608621
ENSG00000064201	603853
ENSG00000064205	603399
ENSG00000064225	607156
ENSG00000064270	613082
ENSG00000064300	162010
ENSG00000064309	608707
ENSG00000064313	604912
ENSG00000064393	606868
ENSG00000064419	610032
ENSG00000064490	209920
ENSG00000064490	603200
ENSG00000064547	605110
ENSG00000064601	256540
ENSG00000064601	613111
ENSG00000064607	607993
ENSG00000064651	600840
ENSG00000064655	601654
ENSG00000064666	602373
ENSG00000064687	605414
ENSG00000064692	168600
ENSG00000064692	603779
ENSG00000064703	606168
ENSG00000064726	608530
ENSG00000064787	602968
ENSG00000064835	173110
ENSG00000064835	262600
ENSG00000064835	613038
ENSG00000064886	601526
ENSG00000064933	600258
ENSG00000064961	605535
ENSG00000064989	114190
ENSG00000064995	600772
ENSG00000064999	608994
ENSG00000065000	607246
ENSG00000065029	194549
ENSG00000065054	606553
ENSG00000065057	602656
ENSG00000065135	139370
ENSG00000065150	602008
ENSG00000065154	258870
ENSG00000065154	613349
ENSG00000065183	604737
ENSG00000065243	602549
ENSG00000065308	608485
ENSG00000065320	601614
ENSG00000065325	603659
ENSG00000065328	609357
ENSG00000065357	125855
ENSG00000065361	190151
ENSG00000065361	607598
ENSG00000065371	611757
ENSG00000065427	601421
ENSG00000065427	613641
ENSG00000065457	604230
ENSG00000065518	603840
ENSG00000065526	613484
ENSG00000065534	600922
ENSG00000065559	601335
ENSG00000065609	607923
ENSG00000065615	608343
ENSG00000065618	113811
ENSG00000065618	226650
ENSG00000065621	612314
ENSG00000065675	600448
ENSG00000065717	601041
ENSG00000065802	605758
ENSG00000065833	154250
ENSG00000065882	609850
ENSG00000065883	603309
ENSG00000065911	604887
ENSG00000065923	300368
ENSG00000065978	154030
ENSG00000065989	600126
ENSG00000066027	601643
ENSG00000066032	114025
ENSG00000066044	603466
ENSG00000066056	600222
ENSG00000066084	136630
ENSG00000066084	611379
ENSG00000066117	601735
ENSG00000066135	609764
ENSG00000066136	605344
ENSG00000066230	182307
ENSG00000066248	605991
ENSG00000066279	605481
ENSG00000066279	608716
ENSG00000066294	604513
ENSG00000066322	611813
ENSG00000066336	165170
ENSG00000066379	607525
ENSG00000066382	600911
ENSG00000066405	609210
ENSG00000066427	109150
ENSG00000066427	607047
ENSG00000066455	188550
ENSG00000066455	606918
ENSG00000066468	101200
ENSG00000066468	101400
ENSG00000066468	101600
ENSG00000066468	123150
ENSG00000066468	123500
ENSG00000066468	123790
ENSG00000066468	137215
ENSG00000066468	149730
ENSG00000066468	176943
ENSG00000066468	207410
ENSG00000066468	609579
ENSG00000066629	602033
ENSG00000066735	613231
ENSG00000066777	604141
ENSG00000066827	608175
ENSG00000066827	610931
ENSG00000066923	608489
ENSG00000066926	177000
ENSG00000066926	612386
ENSG00000066933	604875
ENSG00000067048	400010
ENSG00000067057	171840
ENSG00000067064	604055
ENSG00000067066	604585
ENSG00000067082	137215
ENSG00000067082	176807
ENSG00000067082	602053
ENSG00000067113	607124
ENSG00000067141	601907
ENSG00000067167	605190
ENSG00000067177	300559
ENSG00000067177	311870
ENSG00000067182	142680
ENSG00000067182	191190
ENSG00000067191	114207
ENSG00000067208	602942
ENSG00000067221	608326
ENSG00000067225	179050
ENSG00000067248	612720
ENSG00000067334	611199
ENSG00000067369	605230
ENSG00000067445	300132
ENSG00000067533	611193
ENSG00000067560	165390
ENSG00000067596	600396
ENSG00000067606	176982
ENSG00000067646	490000
ENSG00000067704	612801
