Ensembl ID	Uniprot-SPTREMBL ID
ENSG00000005022	Q6NVC0
ENSG00000005059	C9JTJ6
ENSG00000005059	Q9NWR8
ENSG00000005073	P31270
ENSG00000005075	P52435
ENSG00000005075	Q9H1A6
ENSG00000005100	Q05BE5
ENSG00000005100	Q9H6R0
ENSG00000005102	A8MWF9
ENSG00000005102	P50221
ENSG00000005102	Q15069
ENSG00000005108	C9JL67
ENSG00000005108	Q9UPZ6
ENSG00000005156	B7Z6I3
ENSG00000005156	C4B7Q3
ENSG00000005156	E5KLB5
ENSG00000005156	E5KLB6
ENSG00000005156	P49916
ENSG00000005175	B4DRW9
ENSG00000005175	Q9H6T3
ENSG00000005187	Q53FZ2
ENSG00000005189	Q96IC2
ENSG00000005194	Q6FI81
ENSG00000005206	A6NFV1
ENSG00000005206	C9JFE6
ENSG00000005206	Q8TCT7
ENSG00000005238	B1AML4
ENSG00000005238	B1AML5
ENSG00000005238	Q7L5A3
ENSG00000005243	Q9P299
ENSG00000005249	A3R6R8
ENSG00000005249	O60380
ENSG00000005249	P31323
ENSG00000005249	Q75MP1
ENSG00000005302	A6NCU2
ENSG00000005302	A6NHW8
ENSG00000005302	A6NLU8
ENSG00000005302	B4DUV8
ENSG00000005302	B4E2T7
ENSG00000005302	B7Z227
ENSG00000005302	C9JKR8
ENSG00000005302	Q8N5Y2
ENSG00000005339	B5A212
ENSG00000005339	B5A214
ENSG00000005339	B5A215
ENSG00000005339	B5A216
ENSG00000005339	B5A218
ENSG00000005339	B5A219
ENSG00000005339	B5A221
ENSG00000005339	B5A222
ENSG00000005339	B5A226
ENSG00000005339	B5A227
ENSG00000005339	B5A231
ENSG00000005339	B5A235
ENSG00000005339	B5A239
ENSG00000005339	B5A240
ENSG00000005339	B5A242
ENSG00000005339	B5A243
ENSG00000005339	B5A244
ENSG00000005339	B5A246
ENSG00000005339	B5A250
ENSG00000005339	B5A252
ENSG00000005339	B5A253
ENSG00000005339	O60424
ENSG00000005339	Q4LE28
ENSG00000005339	Q75MY6
ENSG00000005339	Q92793
ENSG00000005379	O95153
ENSG00000005381	P05164
ENSG00000005421	P27169
ENSG00000005436	A4UHQ9
ENSG00000005436	A4UHR0
ENSG00000005436	B3KUM5
ENSG00000005436	C9JII4
ENSG00000005436	P16383
ENSG00000005448	B9A049
ENSG00000005448	C9J016
ENSG00000005448	Q9H977
ENSG00000005469	B4DT97
ENSG00000005469	C9J3D7
ENSG00000005469	Q86V17
ENSG00000005469	Q9UKG9
ENSG00000005471	A4D1D5
ENSG00000005471	A7J1Q4
ENSG00000005471	A7J1S1
ENSG00000005471	A7J1S3
ENSG00000005471	A8HT68
ENSG00000005471	P21439
ENSG00000005471	Q75MQ5
ENSG00000005483	C9J5I1
ENSG00000005483	C9JNE1
ENSG00000005483	C9JQ68
ENSG00000005483	C9JYI9
ENSG00000005483	O95038
ENSG00000005483	Q8IZD2
ENSG00000005486	Q6NTF9
ENSG00000005486	Q9UDT1
ENSG00000005513	P57073
ENSG00000005700	D6R9F4
ENSG00000005700	Q9P2D0
ENSG00000005801	C9JG37
ENSG00000005801	C9JLY9
ENSG00000005801	O14628
ENSG00000005810	O75592
ENSG00000005812	C9J0Y7
ENSG00000005812	Q9UKT7
ENSG00000005844	B4DQ77
ENSG00000005844	B4E021
ENSG00000005844	C9IYD5
ENSG00000005844	P20701
ENSG00000005844	Q96HB1
ENSG00000005882	B3KNW0
ENSG00000005882	D6R983
ENSG00000005882	D6RAI9
ENSG00000005882	D6RDN9
ENSG00000005882	D6RFY2
ENSG00000005882	D6RGV8
ENSG00000005882	D6RHG2
ENSG00000005882	D6RJH7
ENSG00000005882	Q15119
ENSG00000005884	B4DDT0
ENSG00000005884	B4E0H8
ENSG00000005884	D6R9X8
ENSG00000005884	D6RAU5
ENSG00000005884	D6RCA4
ENSG00000005884	P26006
ENSG00000005884	Q86SW1
ENSG00000005889	B9EG97
ENSG00000005889	C9J682
ENSG00000005889	C9JGU9
ENSG00000005889	P17010
ENSG00000005889	Q8NHZ1
ENSG00000005889	Q8NHZ5
ENSG00000005889	Q8WXB8
ENSG00000005889	Q9BYX9
ENSG00000005893	B4E2S7
ENSG00000005893	B7Z2R9
ENSG00000005893	P13473
ENSG00000005893	Q6Q3G8
ENSG00000005955	B4DWN7
ENSG00000005955	Q9H3C7
ENSG00000005961	B7Z8B0
ENSG00000005961	P08514
ENSG00000005961	Q6LDK5
ENSG00000005981	Q14D68
ENSG00000005981	Q8TBT2
ENSG00000005981	Q9Y574
ENSG00000006007	Q9NZC3
ENSG00000006015	Q96EN9
ENSG00000006016	O75462
ENSG00000006025	Q9BZF2
ENSG00000006042	C9J3Y0
ENSG00000006042	C9J6Q8
ENSG00000006042	Q9Y2Y6
ENSG00000006047	Q9Y2T7
ENSG00000006059	O76009
ENSG00000006062	Q99558
ENSG00000006071	E3UYX6
ENSG00000006071	Q09428
ENSG00000006071	Q59GM5
ENSG00000006074	P55774
ENSG00000006075	A0N0R1
ENSG00000006075	P10147
ENSG00000006114	A6NCE9
ENSG00000006114	A8MWU4
ENSG00000006114	B4DZA7
ENSG00000006114	B7ZKZ2
ENSG00000006114	Q9UMZ2
ENSG00000006116	O60359
ENSG00000006118	Q24JP5
ENSG00000006125	B4DIL5
ENSG00000006125	E1P648
ENSG00000006125	P63010
ENSG00000006125	Q7Z451
ENSG00000006125	Q96EL6
ENSG00000006128	P20366
ENSG00000006128	Q9Y494
ENSG00000006194	B4DI05
ENSG00000006194	O14978
ENSG00000006210	A0N0N7
ENSG00000006210	P78423
ENSG00000006282	D6R947
ENSG00000006282	D6RC70
ENSG00000006282	D6RIU6
ENSG00000006282	Q659D4
ENSG00000006282	Q8TB22
ENSG00000006283	O43497
ENSG00000006283	Q19QY8
ENSG00000006283	Q19QY9
ENSG00000006283	Q19QZ0
ENSG00000006283	Q19QZ1
ENSG00000006283	Q19QZ2
ENSG00000006283	Q19QZ3
ENSG00000006283	Q19QZ4
ENSG00000006283	Q19QZ5
ENSG00000006283	Q19QZ6
ENSG00000006283	Q19QZ7
ENSG00000006283	Q19QZ8
ENSG00000006283	Q19QZ9
ENSG00000006283	Q19R00
ENSG00000006283	Q19R01
ENSG00000006283	Q19R02
ENSG00000006283	Q19R03
ENSG00000006283	Q19R04
ENSG00000006283	Q19R05
ENSG00000006283	Q19R06
ENSG00000006283	Q19R07
ENSG00000006283	Q19R08
ENSG00000006283	Q19R09
ENSG00000006283	Q19R10
ENSG00000006283	Q19R11
ENSG00000006283	Q19R12
ENSG00000006283	Q19R13
ENSG00000006283	Q19R15
ENSG00000006283	Q19R16
ENSG00000006283	Q19R17
ENSG00000006283	Q19R18
ENSG00000006283	Q2TAC4
ENSG00000006327	Q9NP84
ENSG00000006377	B3KSQ0
ENSG00000006377	P56179
ENSG00000006432	B3KRI5
ENSG00000006432	B4DGF4
ENSG00000006432	B4DSG3
ENSG00000006432	P80192
ENSG00000006432	Q8NEB1
ENSG00000006451	C9JPE8
ENSG00000006451	P11233
ENSG00000006453	Q9UHR4
ENSG00000006459	Q6ZMT4
ENSG00000006468	B7Z9P2
ENSG00000006468	C9J0B7
ENSG00000006468	C9J4P4
ENSG00000006468	C9J9L1
ENSG00000006468	C9JQH6
ENSG00000006468	C9JX69
ENSG00000006468	P50549
ENSG00000006530	A4D1U5
ENSG00000006530	Q53H12
ENSG00000006530	Q75KN0
ENSG00000006555	Q5TAA0
ENSG00000006555	Q5TAA1
ENSG00000006576	B3KQZ2
ENSG00000006576	Q8N3S3
ENSG00000006606	Q9Y258
ENSG00000006607	C9JVQ5
ENSG00000006607	C9JWM9
ENSG00000006607	O94887
ENSG00000006611	C9JXW2
ENSG00000006611	Q7RTU8
ENSG00000006611	Q9Y6N9
ENSG00000006625	B8ZZK2
ENSG00000006625	B8ZZN4
ENSG00000006625	B8ZZR8
ENSG00000006625	O75223
ENSG00000006634	B3KMY2
ENSG00000006634	B4DXK0
ENSG00000006634	B7Z8C6
ENSG00000006634	Q9UBU7
ENSG00000006638	P21731
ENSG00000006638	Q05C92
ENSG00000006652	A4D0U1
ENSG00000006652	B7Z4L0
ENSG00000006652	B7Z5G1
ENSG00000006652	C9J311
ENSG00000006652	C9J676
ENSG00000006652	C9JA65
ENSG00000006652	C9JFH1
ENSG00000006652	C9JJZ5
ENSG00000006652	C9JLG5
ENSG00000006652	C9JNM6
ENSG00000006652	O00458
ENSG00000006652	Q75M98
ENSG00000006652	Q75M99
ENSG00000006652	Q75MS4
ENSG00000006659	A8MPV8
ENSG00000006659	B2R530
ENSG00000006659	Q8TCE9
ENSG00000006695	B4DFR1
ENSG00000006695	B4DJ50
ENSG00000006695	Q12887
ENSG00000006704	Q59FS0
ENSG00000006704	Q6DSU6
ENSG00000006704	Q75MX6
ENSG00000006704	Q9UHL9
ENSG00000006712	B4DGJ5
ENSG00000006712	E2QRB7
ENSG00000006712	Q8N7H5
ENSG00000006715	C9J2U9
ENSG00000006715	C9J3F8
ENSG00000006715	C9JU58
ENSG00000006715	C9JZ11
ENSG00000006715	P49754
ENSG00000006715	Q75MS1
ENSG00000006715	Q75MS2
ENSG00000006715	Q9H348
ENSG00000006740	A6NCP5
ENSG00000006740	Q17R89
ENSG00000006740	Q8TBK1
ENSG00000006744	B4DPL9
ENSG00000006744	B4DT15
ENSG00000006744	Q9BQ52
ENSG00000006744	Q9HAS7
ENSG00000006747	C9JGB6
ENSG00000006747	E5RHN8
ENSG00000006747	E5RHX6
ENSG00000006747	Q75MG0
ENSG00000006747	Q8NBV9
ENSG00000006747	Q9Y6U3
ENSG00000006756	P51689
ENSG00000006757	B4E362
ENSG00000006757	C9IZF6
ENSG00000006757	P41247
ENSG00000006788	B4DFX9
ENSG00000006788	Q9P0U8
ENSG00000006788	Q9UKX3
ENSG00000006831	Q86V24
ENSG00000006837	B4DGS2
ENSG00000006837	B4DRK6
ENSG00000006837	B4DX41
ENSG00000006837	E5RFT9
ENSG00000006837	E5RGK4
ENSG00000006837	E5RI54
ENSG00000006837	Q8IVW4
ENSG00000007001	O95045
ENSG00000007038	Q9Y6M0
ENSG00000007047	O75271
ENSG00000007047	Q3LID9
ENSG00000007047	Q96GZ3
ENSG00000007047	Q96L34
ENSG00000007062	D6RBI0
ENSG00000007062	D6RIF3
ENSG00000007062	O43490
ENSG00000007080	Q96CT7
ENSG00000007129	B5MCY7
ENSG00000007129	Q3KPI0
ENSG00000007168	B4DF38
ENSG00000007168	B4DZN3
ENSG00000007168	P43034
ENSG00000007171	P35228
ENSG00000007171	Q9UM94
ENSG00000007174	A2VCQ8
ENSG00000007174	B7Z7H0
ENSG00000007174	Q92865
ENSG00000007174	Q9NYC9
ENSG00000007202	C9J7S9
ENSG00000007202	Q08E86
ENSG00000007202	Q14667
ENSG00000007216	Q13183
ENSG00000007216	Q4VAR9
ENSG00000007237	A8KAC2
ENSG00000007237	B7Z1Q2
ENSG00000007237	B7Z1S0
ENSG00000007237	O60861
ENSG00000007255	B7TZ90
ENSG00000007255	O75865
ENSG00000007264	B3KNZ9
ENSG00000007264	P42679
ENSG00000007264	Q9NST8
ENSG00000007306	P40199
ENSG00000007306	Q14002
ENSG00000007312	P40259
ENSG00000007314	P35499
ENSG00000007314	Q9H3L9
ENSG00000007341	B7Z7D4
ENSG00000007341	B7Z8V6
ENSG00000007341	C9JXL0
ENSG00000007341	Q5TEH7
ENSG00000007341	Q5TEI0
ENSG00000007341	Q8TDW4
ENSG00000007350	A2ID95
ENSG00000007350	A2ID96
ENSG00000007350	B7Z7I0
ENSG00000007350	B7Z7M4
ENSG00000007350	P51854
ENSG00000007350	Q5TYJ8
ENSG00000007372	B1B1I8
ENSG00000007372	B1B1I9
ENSG00000007372	B1B1J0
ENSG00000007372	D3DQZ8
ENSG00000007372	E5LBD7
ENSG00000007372	P26367
ENSG00000007372	Q66SS1
ENSG00000007372	Q6VMP0
ENSG00000007376	Q9UJJ7
ENSG00000007384	A2IDA2
ENSG00000007384	B8ZZ07
ENSG00000007384	Q04842
ENSG00000007384	Q4TT58
ENSG00000007384	Q4TT60
ENSG00000007384	Q96CC6
ENSG00000007392	A8MYV2
ENSG00000007392	B8ZZ08
ENSG00000007392	B8ZZ09
ENSG00000007392	B8ZZ10
ENSG00000007392	B8ZZ12
ENSG00000007392	D3DU41
ENSG00000007392	Q1W6G4
ENSG00000007392	Q9NQ29
ENSG00000007402	C9JE82
ENSG00000007402	C9JGM2
ENSG00000007402	C9JHE6
ENSG00000007402	C9JVC9
ENSG00000007402	Q9NY47
ENSG00000007516	A2A2B2
ENSG00000007516	B4DGF7
ENSG00000007516	O94812
ENSG00000007520	Q9UJK0
ENSG00000007541	B8ZZ29
ENSG00000007541	B8ZZ30
ENSG00000007541	B8ZZ31
ENSG00000007541	P0CG20
ENSG00000007541	Q9BRB3
ENSG00000007545	B1AJY1
ENSG00000007545	B2RNX8
ENSG00000007545	Q96RY5
ENSG00000007866	B5MCM0
ENSG00000007866	Q7Z6U8
ENSG00000007866	Q99594
ENSG00000007908	P16581
ENSG00000007908	Q5TI72
ENSG00000007908	Q5TI73
ENSG00000007908	Q5TI74
ENSG00000007908	Q5TI75
ENSG00000007923	B1AK20
ENSG00000007923	B3KTC6
ENSG00000007923	B4DGD5
ENSG00000007923	Q5TH61
ENSG00000007923	Q9NVH1
ENSG00000007923	Q9UMU8
ENSG00000007933	P31513
ENSG00000007944	Q5TIA5
ENSG00000007944	Q8WY64
ENSG00000007952	A6NGA6
ENSG00000007952	C9JVR5
ENSG00000007952	Q5H9D4
ENSG00000007952	Q5H9D5
ENSG00000007952	Q9Y5S8
ENSG00000007968	Q14209
ENSG00000008018	P20618
ENSG00000008056	P17600
ENSG00000008083	B7Z7X9
ENSG00000008083	B7Z8L0
ENSG00000008083	Q92833
ENSG00000008083	Q96PA1
ENSG00000008086	O76039
ENSG00000008118	C9IYV2
ENSG00000008118	Q96NX5
ENSG00000008128	A4VCI5
ENSG00000008128	A8MSR3
ENSG00000008128	P21127
ENSG00000008128	Q4VBY6
ENSG00000008128	Q5QPQ9
ENSG00000008128	Q5QPR3
ENSG00000008128	Q5QPR4
ENSG00000008128	Q6P5Y5
ENSG00000008128	Q9UQ88
ENSG00000008130	O95544
ENSG00000008130	Q5QPS4
ENSG00000008130	Q5QPS5
ENSG00000008130	Q9H2P2
ENSG00000008196	A8K557
ENSG00000008196	Q92481
ENSG00000008197	Q7Z6R9
ENSG00000008226	B1B5Y4
ENSG00000008226	Q32W76
ENSG00000008226	Q9Y238
ENSG00000008256	B7Z2V9
ENSG00000008256	O43739
ENSG00000008256	Q96HS5
ENSG00000008277	D6W5P7
ENSG00000008277	Q75MS7
ENSG00000008277	Q86UM2
ENSG00000008277	Q9P0K1
ENSG00000008277	Q9UKK0
ENSG00000008282	A4D0R1
ENSG00000008282	A4D0R2
ENSG00000008282	C9JYN0
ENSG00000008282	Q16563
ENSG00000008283	B7Z775
ENSG00000008283	P49447
ENSG00000008294	A6H8U5
ENSG00000008294	C9J404
ENSG00000008294	D6RC32
ENSG00000008294	D6RDV3
ENSG00000008294	D6RHD8
ENSG00000008294	D6RHI8
ENSG00000008294	O60271
ENSG00000008294	Q5JB53
ENSG00000008294	Q719J0
ENSG00000008294	Q7Z5Q8
ENSG00000008300	B4DSQ9
ENSG00000008300	Q9NYQ7
ENSG00000008311	A4D0W4
ENSG00000008311	Q9UDR5
ENSG00000008323	Q3KR16
ENSG00000008324	Q9UHA2
ENSG00000008382	Q8N594
ENSG00000008394	P10620
ENSG00000008405	A2I2P0
ENSG00000008405	Q16526
ENSG00000008438	O75594
ENSG00000008441	C9JWJ8
ENSG00000008441	Q14938
ENSG00000008513	E5RG72
ENSG00000008513	E5RGI3
ENSG00000008513	E5RGL4
ENSG00000008513	E5RH34
ENSG00000008513	E5RHV6
ENSG00000008513	Q11201
ENSG00000008516	Q9NPA2
ENSG00000008517	A6NNM0
ENSG00000008517	A8MPX0
ENSG00000008517	B8Q191
ENSG00000008517	C6GKH1
ENSG00000008517	C6GKH2
ENSG00000008517	P24001
ENSG00000008710	O75276
ENSG00000008710	P98161
ENSG00000008735	A8MTJ1
ENSG00000008735	B4DED9
ENSG00000008735	B4DFU7
ENSG00000008735	C9JXW5
ENSG00000008735	Q13387
ENSG00000008838	A8K4S5
ENSG00000008838	B4DSQ6
ENSG00000008838	B9TX65
ENSG00000008838	B9TX69
ENSG00000008838	B9TX72
ENSG00000008838	O75448
ENSG00000008853	E5RI44
ENSG00000008853	Q9BYZ6
ENSG00000008869	Q9P2D3
ENSG00000008952	B4DGB0
ENSG00000008952	D3DNQ1
ENSG00000008952	Q99442
ENSG00000008988	B4DW28
ENSG00000008988	E5RIP1
ENSG00000008988	E5RJX2
ENSG00000008988	P60866
ENSG00000009307	O75534
ENSG00000009307	Q9UG93
ENSG00000009335	Q15386
ENSG00000009413	C4B7Q4
ENSG00000009413	C4TNX0
ENSG00000009413	C4TNX1
ENSG00000009413	C4TNX2
ENSG00000009413	O60673
ENSG00000009413	Q9UID5
ENSG00000009694	B2RTR5
ENSG00000009694	B7ZMH4
ENSG00000009694	Q9UKZ4
ENSG00000009709	P23759
ENSG00000009724	O00187
ENSG00000009765	C9JFW2
ENSG00000009765	C9JXJ9
ENSG00000009765	E2QRD9
ENSG00000009765	Q6PHW0
ENSG00000009780	B1AJQ5
ENSG00000009780	B4DWT3
ENSG00000009780	Q8TAV0
ENSG00000009790	B1AJU2
ENSG00000009790	B1AJU3
ENSG00000009790	B4DU99
ENSG00000009790	C9J0C0
ENSG00000009790	C9JBA0
ENSG00000009790	C9JXB3
ENSG00000009790	E2QRE5
ENSG00000009790	Q9Y228
ENSG00000009830	Q9UKY4
ENSG00000009844	Q5TGM0
ENSG00000009844	Q9NP79
ENSG00000009950	C5HU01
ENSG00000009950	C9JDF5
ENSG00000009950	Q9NP71
ENSG00000009954	Q9UIG0
ENSG00000010017	B2R8E1
ENSG00000010017	Q96S59
ENSG00000010030	B4DVB6
ENSG00000010030	Q9Y603
ENSG00000010072	B1AKT0
ENSG00000010072	B1AKT1
ENSG00000010072	Q96KA0
