Ensembl ID	goslim_goa ID
ENSG00000001461	GO:0005575
ENSG00000001461	GO:0005623
ENSG00000001497	GO:0005575
ENSG00000001497	GO:0005622
ENSG00000001497	GO:0005623
ENSG00000001497	GO:0005634
ENSG00000001497	GO:0005654
ENSG00000001497	GO:0005730
ENSG00000001497	GO:0043226
ENSG00000001497	GO:0043234
ENSG00000001561	GO:0005575
ENSG00000001561	GO:0005623
ENSG00000001617	GO:0000902
ENSG00000001617	GO:0005575
ENSG00000001617	GO:0005576
ENSG00000001617	GO:0005615
ENSG00000001617	GO:0005623
ENSG00000001617	GO:0030154
ENSG00000001617	GO:0040011
ENSG00000001617	GO:0048856
ENSG00000001617	GO:0048870
ENSG00000001626	GO:0005575
ENSG00000001626	GO:0005622
ENSG00000001626	GO:0005623
ENSG00000001626	GO:0005737
ENSG00000001626	GO:0005768
ENSG00000001626	GO:0005783
ENSG00000001626	GO:0005886
ENSG00000001626	GO:0006629
ENSG00000001626	GO:0006810
ENSG00000001626	GO:0009058
ENSG00000001626	GO:0016023
ENSG00000001626	GO:0043226
ENSG00000001626	GO:0043234
ENSG00000001626	GO:0044281
ENSG00000001626	GO:0048856
ENSG00000001626	GO:0055085
ENSG00000001630	GO:0005575
ENSG00000001630	GO:0005622
ENSG00000001630	GO:0005623
ENSG00000001630	GO:0005737
ENSG00000001630	GO:0005783
ENSG00000001630	GO:0006629
ENSG00000001630	GO:0009058
ENSG00000001630	GO:0043226
ENSG00000001630	GO:0044281
ENSG00000001631	GO:0005575
ENSG00000001631	GO:0005622
ENSG00000001631	GO:0005623
ENSG00000001631	GO:0005856
ENSG00000001631	GO:0007165
ENSG00000001631	GO:0043226
ENSG00000002016	GO:0005575
ENSG00000002016	GO:0005622
ENSG00000002016	GO:0005623
ENSG00000002016	GO:0005634
ENSG00000002016	GO:0005654
ENSG00000002016	GO:0006259
ENSG00000002016	GO:0006950
ENSG00000002016	GO:0007049
ENSG00000002016	GO:0022607
ENSG00000002016	GO:0034641
ENSG00000002016	GO:0043226
ENSG00000002016	GO:0065003
ENSG00000002330	GO:0005575
ENSG00000002330	GO:0005622
ENSG00000002330	GO:0005623
ENSG00000002330	GO:0005737
ENSG00000002330	GO:0005739
ENSG00000002330	GO:0005829
ENSG00000002330	GO:0005975
ENSG00000002330	GO:0007165
ENSG00000002330	GO:0008219
ENSG00000002330	GO:0008283
ENSG00000002330	GO:0009056
ENSG00000002330	GO:0042592
ENSG00000002330	GO:0043226
ENSG00000002330	GO:0044281
ENSG00000002549	GO:0005575
ENSG00000002549	GO:0005622
ENSG00000002549	GO:0005623
ENSG00000002549	GO:0005634
ENSG00000002549	GO:0005737
ENSG00000002549	GO:0005739
ENSG00000002549	GO:0043226
ENSG00000002586	GO:0005575
ENSG00000002586	GO:0005622
ENSG00000002586	GO:0005623
ENSG00000002586	GO:0005737
ENSG00000002586	GO:0005886
ENSG00000002586	GO:0007155
ENSG00000002587	GO:0005575
ENSG00000002587	GO:0005622
ENSG00000002587	GO:0005623
ENSG00000002587	GO:0005737
ENSG00000002587	GO:0005794
ENSG00000002587	GO:0043226
ENSG00000002726	GO:0005575
ENSG00000002726	GO:0005576
ENSG00000002726	GO:0005615
ENSG00000002726	GO:0005622
ENSG00000002726	GO:0005623
ENSG00000002726	GO:0005737
ENSG00000002726	GO:0005777
ENSG00000002726	GO:0043226
ENSG00000002745	GO:0000902
ENSG00000002745	GO:0005575
ENSG00000002745	GO:0005576
ENSG00000002745	GO:0005578
ENSG00000002745	GO:0005615
ENSG00000002745	GO:0005622
ENSG00000002745	GO:0005623
ENSG00000002745	GO:0005737
ENSG00000002745	GO:0005886
ENSG00000002745	GO:0006950
ENSG00000002745	GO:0007165
ENSG00000002745	GO:0007568
ENSG00000002745	GO:0008283
ENSG00000002745	GO:0009790
ENSG00000002745	GO:0030154
ENSG00000002745	GO:0048646
ENSG00000002745	GO:0048856
ENSG00000002746	GO:0005575
ENSG00000002746	GO:0005622
ENSG00000002746	GO:0005623
ENSG00000002746	GO:0005634
ENSG00000002746	GO:0005737
ENSG00000002746	GO:0006464
ENSG00000002746	GO:0043226
ENSG00000002822	GO:0005575
ENSG00000002822	GO:0005622
ENSG00000002822	GO:0005623
ENSG00000002822	GO:0005634
ENSG00000002822	GO:0005635
ENSG00000002822	GO:0005694
ENSG00000002822	GO:0005737
ENSG00000002822	GO:0005739
ENSG00000002822	GO:0005815
ENSG00000002822	GO:0005829
ENSG00000002822	GO:0005856
ENSG00000002822	GO:0007049
ENSG00000002822	GO:0007067
ENSG00000002822	GO:0043226
ENSG00000002822	GO:0043234
ENSG00000002822	GO:0051301
ENSG00000002834	GO:0005575
ENSG00000002834	GO:0005622
ENSG00000002834	GO:0005623
ENSG00000002834	GO:0005737
ENSG00000002834	GO:0005856
ENSG00000002834	GO:0006810
ENSG00000002834	GO:0043226
ENSG00000002834	GO:0055085
ENSG00000002919	GO:0006810
ENSG00000002933	GO:0005575
ENSG00000002933	GO:0005623
ENSG00000003056	GO:0005575
ENSG00000003056	GO:0005622
ENSG00000003056	GO:0005623
ENSG00000003056	GO:0005737
ENSG00000003056	GO:0005764
ENSG00000003056	GO:0005768
ENSG00000003056	GO:0005773
ENSG00000003056	GO:0005886
ENSG00000003056	GO:0006810
ENSG00000003056	GO:0007034
ENSG00000003056	GO:0016192
ENSG00000003056	GO:0043226
ENSG00000003056	GO:0061024
ENSG00000003096	GO:0005575
ENSG00000003096	GO:0005622
ENSG00000003096	GO:0005623
ENSG00000003096	GO:0006464
ENSG00000003096	GO:0007049
ENSG00000003096	GO:0007067
ENSG00000003096	GO:0043234
ENSG00000003096	GO:0051301
ENSG00000003137	GO:0000003
ENSG00000003137	GO:0005575
ENSG00000003137	GO:0005622
ENSG00000003137	GO:0005623
ENSG00000003137	GO:0005737
ENSG00000003137	GO:0005783
ENSG00000003137	GO:0006629
ENSG00000003137	GO:0007049
ENSG00000003137	GO:0009056
ENSG00000003137	GO:0009790
ENSG00000003137	GO:0019748
ENSG00000003137	GO:0030154
ENSG00000003137	GO:0043226
ENSG00000003137	GO:0044281
ENSG00000003137	GO:0048856
ENSG00000003147	GO:0005575
ENSG00000003147	GO:0005622
ENSG00000003147	GO:0005623
ENSG00000003147	GO:0005634
ENSG00000003147	GO:0005737
ENSG00000003147	GO:0005794
ENSG00000003147	GO:0005829
ENSG00000003147	GO:0005886
ENSG00000003147	GO:0006810
ENSG00000003147	GO:0016023
ENSG00000003147	GO:0043226
ENSG00000003249	GO:0005575
ENSG00000003249	GO:0005622
ENSG00000003249	GO:0005623
ENSG00000003249	GO:0005737
ENSG00000003393	GO:0000902
ENSG00000003393	GO:0005575
ENSG00000003393	GO:0005622
ENSG00000003393	GO:0005623
ENSG00000003393	GO:0005737
ENSG00000003393	GO:0005768
ENSG00000003393	GO:0005815
ENSG00000003393	GO:0005829
ENSG00000003393	GO:0005856
ENSG00000003393	GO:0008219
ENSG00000003393	GO:0030154
ENSG00000003393	GO:0043226
ENSG00000003393	GO:0043234
ENSG00000003393	GO:0048856
ENSG00000003400	GO:0005575
ENSG00000003400	GO:0005622
ENSG00000003400	GO:0005623
ENSG00000003400	GO:0005737
ENSG00000003400	GO:0005829
ENSG00000003400	GO:0005886
ENSG00000003400	GO:0008219
ENSG00000003402	GO:0005575
ENSG00000003402	GO:0005623
ENSG00000003402	GO:0005886
ENSG00000003402	GO:0008219
ENSG00000003402	GO:0043234
ENSG00000003436	GO:0005575
ENSG00000003436	GO:0005576
ENSG00000003436	GO:0005615
ENSG00000003436	GO:0005623
ENSG00000003436	GO:0005886
ENSG00000003436	GO:0006950
ENSG00000003509	GO:0005575
ENSG00000003509	GO:0005622
ENSG00000003509	GO:0005623
ENSG00000003509	GO:0005737
ENSG00000003509	GO:0005739
ENSG00000003509	GO:0006461
ENSG00000003509	GO:0007005
ENSG00000003509	GO:0022607
ENSG00000003509	GO:0043226
ENSG00000003509	GO:0044281
ENSG00000003509	GO:0065003
ENSG00000003756	GO:0005575
ENSG00000003756	GO:0005622
ENSG00000003756	GO:0005623
ENSG00000003756	GO:0005634
ENSG00000003756	GO:0005654
ENSG00000003756	GO:0006397
ENSG00000003756	GO:0022607
ENSG00000003756	GO:0022618
ENSG00000003756	GO:0034641
ENSG00000003756	GO:0043226
ENSG00000003756	GO:0065003
ENSG00000003987	GO:0005575
ENSG00000003987	GO:0005622
ENSG00000003987	GO:0005623
ENSG00000003987	GO:0005737
ENSG00000003987	GO:0006464
ENSG00000003989	GO:0005575
ENSG00000003989	GO:0005622
ENSG00000003989	GO:0005623
ENSG00000003989	GO:0005737
ENSG00000003989	GO:0005886
ENSG00000003989	GO:0006520
ENSG00000003989	GO:0006810
ENSG00000003989	GO:0034641
ENSG00000003989	GO:0044281
ENSG00000003989	GO:0055085
ENSG00000004059	GO:0005575
ENSG00000004059	GO:0005622
ENSG00000004059	GO:0005623
ENSG00000004059	GO:0005737
ENSG00000004059	GO:0005794
ENSG00000004059	GO:0005886
ENSG00000004059	GO:0006810
ENSG00000004059	GO:0007165
ENSG00000004059	GO:0009056
ENSG00000004059	GO:0016192
ENSG00000004059	GO:0034641
ENSG00000004059	GO:0034655
ENSG00000004059	GO:0043226
ENSG00000004059	GO:0044281
ENSG00000004139	GO:0002376
ENSG00000004139	GO:0005575
ENSG00000004139	GO:0005622
ENSG00000004139	GO:0005623
ENSG00000004139	GO:0005737
ENSG00000004139	GO:0006950
ENSG00000004139	GO:0007165
ENSG00000004399	GO:0000902
ENSG00000004399	GO:0005575
ENSG00000004399	GO:0005622
ENSG00000004399	GO:0005623
ENSG00000004399	GO:0005886
ENSG00000004399	GO:0007165
ENSG00000004399	GO:0030154
ENSG00000004399	GO:0040011
ENSG00000004399	GO:0048646
ENSG00000004399	GO:0048856
ENSG00000004455	GO:0005575
ENSG00000004455	GO:0005622
ENSG00000004455	GO:0005623
ENSG00000004455	GO:0005737
ENSG00000004455	GO:0005739
ENSG00000004455	GO:0034641
ENSG00000004455	GO:0043226
ENSG00000004455	GO:0044281
ENSG00000004468	GO:0000003
ENSG00000004468	GO:0002376
ENSG00000004468	GO:0005575
ENSG00000004468	GO:0005622
ENSG00000004468	GO:0005623
ENSG00000004468	GO:0005634
ENSG00000004468	GO:0005886
ENSG00000004468	GO:0006950
ENSG00000004468	GO:0007165
ENSG00000004468	GO:0042592
ENSG00000004468	GO:0043226
ENSG00000004478	GO:0000003
ENSG00000004478	GO:0005575
ENSG00000004478	GO:0005622
ENSG00000004478	GO:0005623
ENSG00000004478	GO:0005634
ENSG00000004478	GO:0005737
ENSG00000004478	GO:0005829
ENSG00000004478	GO:0005856
ENSG00000004478	GO:0006457
ENSG00000004478	GO:0006461
ENSG00000004478	GO:0006810
ENSG00000004478	GO:0007165
ENSG00000004478	GO:0022607
ENSG00000004478	GO:0030154
ENSG00000004478	GO:0043226
ENSG00000004478	GO:0043234
ENSG00000004478	GO:0048856
ENSG00000004478	GO:0065003
ENSG00000004487	GO:0000228
ENSG00000004487	GO:0005575
ENSG00000004487	GO:0005622
ENSG00000004487	GO:0005623
ENSG00000004487	GO:0005634
ENSG00000004487	GO:0005654
ENSG00000004487	GO:0005694
ENSG00000004487	GO:0006464
ENSG00000004487	GO:0006950
ENSG00000004487	GO:0030154
ENSG00000004487	GO:0043226
ENSG00000004487	GO:0044281
ENSG00000004487	GO:0048856
ENSG00000004487	GO:0051276
ENSG00000004534	GO:0005575
ENSG00000004534	GO:0005622
ENSG00000004534	GO:0005623
ENSG00000004534	GO:0005634
ENSG00000004534	GO:0034641
ENSG00000004534	GO:0043226
ENSG00000004660	GO:0005575
ENSG00000004660	GO:0005622
ENSG00000004660	GO:0005623
ENSG00000004660	GO:0005634
ENSG00000004660	GO:0005737
ENSG00000004660	GO:0005829
ENSG00000004660	GO:0006464
ENSG00000004660	GO:0007267
ENSG00000004660	GO:0043226
ENSG00000004660	GO:0050877
ENSG00000004700	GO:0005575
ENSG00000004700	GO:0005622
ENSG00000004700	GO:0005623
ENSG00000004700	GO:0005634
ENSG00000004700	GO:0006259
ENSG00000004700	GO:0006950
ENSG00000004700	GO:0009058
ENSG00000004700	GO:0034641
ENSG00000004700	GO:0043226
ENSG00000004776	GO:0005575
ENSG00000004776	GO:0005622
ENSG00000004776	GO:0005623
ENSG00000004776	GO:0005634
ENSG00000004776	GO:0005737
ENSG00000004776	GO:0006950
ENSG00000004776	GO:0043226
ENSG00000004777	GO:0005575
ENSG00000004777	GO:0005622
ENSG00000004777	GO:0005623
ENSG00000004777	GO:0006810
ENSG00000004777	GO:0007165
ENSG00000004779	GO:0005575
ENSG00000004779	GO:0005622
ENSG00000004779	GO:0005623
ENSG00000004779	GO:0005737
ENSG00000004779	GO:0005739
ENSG00000004779	GO:0006091
ENSG00000004779	GO:0006629
ENSG00000004779	GO:0006810
ENSG00000004779	GO:0009058
ENSG00000004779	GO:0043226
ENSG00000004779	GO:0043234
ENSG00000004779	GO:0044281
ENSG00000004799	GO:0005575
ENSG00000004799	GO:0005622
ENSG00000004799	GO:0005623
ENSG00000004799	GO:0005737
ENSG00000004799	GO:0005739
ENSG00000004799	GO:0005975
ENSG00000004799	GO:0006464
ENSG00000004799	GO:0007165
ENSG00000004799	GO:0043226
ENSG00000004799	GO:0044281
ENSG00000004809	GO:0000003
ENSG00000004809	GO:0005575
ENSG00000004809	GO:0005623
ENSG00000004809	GO:0005886
ENSG00000004809	GO:0006810
ENSG00000004809	GO:0030154
ENSG00000004809	GO:0040011
ENSG00000004809	GO:0048870
ENSG00000004809	GO:0055085
ENSG00000004838	GO:0005575
ENSG00000004838	GO:0005622
ENSG00000004838	GO:0005623
ENSG00000004838	GO:0005737
ENSG00000004846	GO:0005575
ENSG00000004846	GO:0005622
ENSG00000004846	GO:0005623
ENSG00000004846	GO:0005737
ENSG00000004846	GO:0005794
ENSG00000004846	GO:0005886
ENSG00000004846	GO:0006810
ENSG00000004846	GO:0042592
ENSG00000004846	GO:0043226
ENSG00000004846	GO:0055085
ENSG00000004848	GO:0000902
ENSG00000004848	GO:0005575
ENSG00000004848	GO:0005622
ENSG00000004848	GO:0005623
ENSG00000004848	GO:0005634
ENSG00000004848	GO:0008283
ENSG00000004848	GO:0030154
ENSG00000004848	GO:0040011
ENSG00000004848	GO:0043226
ENSG00000004848	GO:0048856
ENSG00000004848	GO:0048870
ENSG00000004864	GO:0005575
ENSG00000004864	GO:0005622
ENSG00000004864	GO:0005623
ENSG00000004864	GO:0005737
ENSG00000004864	GO:0005739
ENSG00000004864	GO:0005886
ENSG00000004864	GO:0005975
ENSG00000004864	GO:0006091
ENSG00000004864	GO:0006810
ENSG00000004864	GO:0009058
ENSG00000004864	GO:0034641
ENSG00000004864	GO:0043226
ENSG00000004864	GO:0044281
ENSG00000004864	GO:0055085
ENSG00000004866	GO:0005575
ENSG00000004866	GO:0005623
ENSG00000004897	GO:0005575
ENSG00000004897	GO:0005622
ENSG00000004897	GO:0005623
ENSG00000004897	GO:0005634
ENSG00000004897	GO:0005654
ENSG00000004897	GO:0005737
ENSG00000004897	GO:0005815
ENSG00000004897	GO:0005829
ENSG00000004897	GO:0005856
ENSG00000004897	GO:0006464
ENSG00000004897	GO:0007049
ENSG00000004897	GO:0007067
ENSG00000004897	GO:0008283
ENSG00000004897	GO:0009056
ENSG00000004897	GO:0043226
ENSG00000004897	GO:0043234
ENSG00000004939	GO:0005575
ENSG00000004939	GO:0005622
ENSG00000004939	GO:0005623
ENSG00000004939	GO:0005737
ENSG00000004939	GO:0005856
ENSG00000004939	GO:0005886
ENSG00000004939	GO:0006810
ENSG00000004939	GO:0042592
ENSG00000004939	GO:0043226
ENSG00000004939	GO:0055085
ENSG00000004948	GO:0005575
ENSG00000004948	GO:0005623
ENSG00000004948	GO:0005886
ENSG00000004948	GO:0007165
ENSG00000004948	GO:0042592
ENSG00000004961	GO:0005575
ENSG00000004961	GO:0005622
ENSG00000004961	GO:0005623
ENSG00000004961	GO:0005737
ENSG00000004961	GO:0005739
ENSG00000004961	GO:0043226
ENSG00000004961	GO:0048856
ENSG00000004975	GO:0005575
ENSG00000004975	GO:0005622
ENSG00000004975	GO:0005623
ENSG00000004975	GO:0005634
ENSG00000004975	GO:0005737
ENSG00000004975	GO:0005886
ENSG00000004975	GO:0006350
ENSG00000004975	GO:0007165
ENSG00000004975	GO:0009058
ENSG00000004975	GO:0009790
ENSG00000004975	GO:0016023
ENSG00000004975	GO:0034641
ENSG00000004975	GO:0043226
ENSG00000004975	GO:0048646
ENSG00000004975	GO:0048856
ENSG00000005001	GO:0005575
ENSG00000005001	GO:0005576
ENSG00000005007	GO:0005575
ENSG00000005007	GO:0005622
ENSG00000005007	GO:0005623
ENSG00000005007	GO:0005694
ENSG00000005007	GO:0005737
ENSG00000005007	GO:0006259
ENSG00000005007	GO:0006810
ENSG00000005007	GO:0006913
ENSG00000005007	GO:0006950
ENSG00000005007	GO:0007049
ENSG00000005007	GO:0009056
ENSG00000005007	GO:0009058
ENSG00000005007	GO:0034641
ENSG00000005007	GO:0043226
ENSG00000005020	GO:0002376
ENSG00000005020	GO:0005575
ENSG00000005020	GO:0005622
ENSG00000005020	GO:0005623
ENSG00000005020	GO:0005737
ENSG00000005020	GO:0005829
ENSG00000005020	GO:0005886
ENSG00000005020	GO:0006461
ENSG00000005020	GO:0007165
ENSG00000005020	GO:0022607
ENSG00000005020	GO:0034330
ENSG00000005020	GO:0065003
ENSG00000005022	GO:0005575
ENSG00000005022	GO:0005622
ENSG00000005022	GO:0005623
ENSG00000005022	GO:0005737
ENSG00000005022	GO:0005739
ENSG00000005022	GO:0005856
ENSG00000005022	GO:0005886
ENSG00000005022	GO:0006091
ENSG00000005022	GO:0006810
ENSG00000005022	GO:0007059
ENSG00000005022	GO:0043226
ENSG00000005022	GO:0043234
ENSG00000005022	GO:0055085
ENSG00000005059	GO:0005575
ENSG00000005059	GO:0005623
ENSG00000005073	GO:0005575
ENSG00000005073	GO:0005622
ENSG00000005073	GO:0005623
ENSG00000005073	GO:0005634
ENSG00000005073	GO:0005654
ENSG00000005073	GO:0007267
ENSG00000005073	GO:0009790
ENSG00000005073	GO:0030154
ENSG00000005073	GO:0040007
ENSG00000005073	GO:0043226
ENSG00000005073	GO:0043234
ENSG00000005073	GO:0048856
ENSG00000005075	GO:0005575
ENSG00000005075	GO:0005622
ENSG00000005075	GO:0005623
ENSG00000005075	GO:0005634
ENSG00000005075	GO:0005654
ENSG00000005075	GO:0006259
ENSG00000005075	GO:0006350
ENSG00000005075	GO:0006397
ENSG00000005075	GO:0006950
ENSG00000005075	GO:0009058
ENSG00000005075	GO:0034641
ENSG00000005075	GO:0043226
ENSG00000005075	GO:0043234
ENSG00000005100	GO:0005575
ENSG00000005100	GO:0005622
ENSG00000005100	GO:0005623
ENSG00000005100	GO:0005634
ENSG00000005100	GO:0005730
ENSG00000005100	GO:0043226
ENSG00000005102	GO:0005575
ENSG00000005102	GO:0005622
ENSG00000005102	GO:0005623
ENSG00000005102	GO:0005634
ENSG00000005102	GO:0009790
ENSG00000005102	GO:0043226
ENSG00000005102	GO:0048646
ENSG00000005102	GO:0048856
ENSG00000005108	GO:0005575
ENSG00000005108	GO:0005623
ENSG00000005156	GO:0000003
ENSG00000005156	GO:0005575
ENSG00000005156	GO:0005622
ENSG00000005156	GO:0005623
ENSG00000005156	GO:0005634
ENSG00000005156	GO:0005654
ENSG00000005156	GO:0006259
ENSG00000005156	GO:0006950
ENSG00000005156	GO:0007049
ENSG00000005156	GO:0009058
ENSG00000005156	GO:0034641
ENSG00000005156	GO:0043226
ENSG00000005156	GO:0051301
ENSG00000005187	GO:0003013
ENSG00000005187	GO:0005575
ENSG00000005187	GO:0005622
ENSG00000005187	GO:0005623
ENSG00000005187	GO:0005737
ENSG00000005187	GO:0005739
ENSG00000005187	GO:0006629
ENSG00000005187	GO:0043226
ENSG00000005187	GO:0044281
ENSG00000005189	GO:0005575
ENSG00000005189	GO:0005622
ENSG00000005189	GO:0005623
ENSG00000005189	GO:0005634
ENSG00000005189	GO:0005730
ENSG00000005189	GO:0043226
ENSG00000005194	GO:0002376
ENSG00000005194	GO:0005575
ENSG00000005194	GO:0005622
ENSG00000005194	GO:0005623
ENSG00000005194	GO:0005634
ENSG00000005194	GO:0005730
ENSG00000005194	GO:0005737
ENSG00000005194	GO:0008219
ENSG00000005194	GO:0043226
ENSG00000005194	GO:0048856
ENSG00000005206	GO:0005575
ENSG00000005206	GO:0005622
ENSG00000005206	GO:0005623
ENSG00000005206	GO:0005737
ENSG00000005206	GO:0005794
ENSG00000005206	GO:0043226
ENSG00000005238	GO:0005575
ENSG00000005238	GO:0005622
ENSG00000005238	GO:0005623
ENSG00000005238	GO:0005634
ENSG00000005238	GO:0043226
ENSG00000005243	GO:0005575
ENSG00000005243	GO:0005622
ENSG00000005243	GO:0005623
ENSG00000005243	GO:0005737
ENSG00000005243	GO:0005794
ENSG00000005243	GO:0006810
ENSG00000005243	GO:0016023
ENSG00000005243	GO:0016192
ENSG00000005243	GO:0043226
ENSG00000005243	GO:0043234
ENSG00000005249	GO:0005575
ENSG00000005249	GO:0005622
ENSG00000005249	GO:0005623
ENSG00000005249	GO:0005737
ENSG00000005249	GO:0005739
ENSG00000005249	GO:0005829
ENSG00000005249	GO:0006091
ENSG00000005249	GO:0006629
ENSG00000005249	GO:0006810
ENSG00000005249	GO:0006950
ENSG00000005249	GO:0007049
ENSG00000005249	GO:0007165
ENSG00000005249	GO:0043226
ENSG00000005249	GO:0043234
ENSG00000005249	GO:0044281
ENSG00000005249	GO:0050877
ENSG00000005249	GO:0055085
ENSG00000005302	GO:0005575
ENSG00000005302	GO:0005622
ENSG00000005302	GO:0005623
ENSG00000005302	GO:0005634
ENSG00000005302	GO:0005654
ENSG00000005302	GO:0005694
ENSG00000005302	GO:0006350
ENSG00000005302	GO:0006464
ENSG00000005302	GO:0009058
ENSG00000005302	GO:0034641
ENSG00000005302	GO:0043226
ENSG00000005302	GO:0043234
ENSG00000005302	GO:0051276
ENSG00000005339	GO:0005575
ENSG00000005339	GO:0005622
ENSG00000005339	GO:0005623
ENSG00000005339	GO:0005634
ENSG00000005339	GO:0005654
ENSG00000005339	GO:0005737
ENSG00000005339	GO:0006350
ENSG00000005339	GO:0006461
ENSG00000005339	GO:0006464
ENSG00000005339	GO:0006629
ENSG00000005339	GO:0006950
ENSG00000005339	GO:0007165
ENSG00000005339	GO:0009058
ENSG00000005339	GO:0022607
ENSG00000005339	GO:0034641
ENSG00000005339	GO:0042592
ENSG00000005339	GO:0043226
ENSG00000005339	GO:0043234
ENSG00000005339	GO:0051276
ENSG00000005339	GO:0065003
ENSG00000005379	GO:0005575
ENSG00000005379	GO:0005622
ENSG00000005379	GO:0005623
ENSG00000005379	GO:0005737
ENSG00000005379	GO:0005739
ENSG00000005379	GO:0043226
ENSG00000005381	GO:0002376
ENSG00000005381	GO:0005575
ENSG00000005381	GO:0005576
ENSG00000005381	GO:0005615
ENSG00000005381	GO:0005622
ENSG00000005381	GO:0005623
ENSG00000005381	GO:0005634
ENSG00000005381	GO:0005737
ENSG00000005381	GO:0005739
ENSG00000005381	GO:0005764
ENSG00000005381	GO:0005773
ENSG00000005381	GO:0006950
ENSG00000005381	GO:0009056
ENSG00000005381	GO:0016023
ENSG00000005381	GO:0043226
ENSG00000005381	GO:0044281
ENSG00000005421	GO:0005575
ENSG00000005421	GO:0005576
ENSG00000005421	GO:0005615
ENSG00000005421	GO:0005623
ENSG00000005421	GO:0006629
ENSG00000005421	GO:0009056
ENSG00000005421	GO:0034641
ENSG00000005421	GO:0044281
ENSG00000005436	GO:0005575
ENSG00000005436	GO:0005622
ENSG00000005436	GO:0005623
ENSG00000005436	GO:0005634
ENSG00000005436	GO:0043226
ENSG00000005469	GO:0005575
ENSG00000005469	GO:0005622
ENSG00000005469	GO:0005623
ENSG00000005469	GO:0005737
ENSG00000005469	GO:0005777
ENSG00000005469	GO:0006091
ENSG00000005469	GO:0006629
ENSG00000005469	GO:0006810
ENSG00000005469	GO:0009056
ENSG00000005469	GO:0043226
ENSG00000005469	GO:0044281
ENSG00000005471	GO:0005575
ENSG00000005471	GO:0005622
ENSG00000005471	GO:0005623
ENSG00000005471	GO:0005737
ENSG00000005471	GO:0005794
ENSG00000005471	GO:0005886
ENSG00000005471	GO:0006629
ENSG00000005471	GO:0006810
ENSG00000005471	GO:0043226
ENSG00000005471	GO:0055085
ENSG00000005483	GO:0002376
ENSG00000005483	GO:0005575
ENSG00000005483	GO:0005622
ENSG00000005483	GO:0005623
ENSG00000005483	GO:0005634
ENSG00000005483	GO:0005654
ENSG00000005483	GO:0006259
ENSG00000005483	GO:0006464
ENSG00000005483	GO:0007049
ENSG00000005483	GO:0007165
ENSG00000005483	GO:0030154
ENSG00000005483	GO:0034641
ENSG00000005483	GO:0042592
ENSG00000005483	GO:0043226
ENSG00000005483	GO:0043234
ENSG00000005483	GO:0044281
ENSG00000005483	GO:0048856
ENSG00000005483	GO:0051276
ENSG00000005486	GO:0005575
ENSG00000005486	GO:0005623
ENSG00000005513	GO:0000003
ENSG00000005513	GO:0005575
ENSG00000005513	GO:0005622
ENSG00000005513	GO:0005623
ENSG00000005513	GO:0005634
ENSG00000005513	GO:0005737
ENSG00000005513	GO:0009790
ENSG00000005513	GO:0021700
ENSG00000005513	GO:0030154
ENSG00000005513	GO:0043226
ENSG00000005513	GO:0048856
ENSG00000005700	GO:0005575
ENSG00000005700	GO:0005622
ENSG00000005700	GO:0005623
ENSG00000005700	GO:0005634
ENSG00000005700	GO:0005737
ENSG00000005700	GO:0006810
