Ensembl ID	PDB ID
ENSG00000005961	2K1A
ENSG00000005961	2K9J
ENSG00000005961	2KNC
ENSG00000005961	2VC2
ENSG00000005961	2VDK
ENSG00000005961	2VDL
ENSG00000005961	2VDM
ENSG00000005961	2VDN
ENSG00000005961	2VDO
ENSG00000005961	2VDP
ENSG00000005961	2VDQ
ENSG00000005961	2VDR
ENSG00000005961	3FCS
ENSG00000005961	3FCU
ENSG00000006075	1B50
ENSG00000006075	1B53
ENSG00000006075	2X69
ENSG00000006075	2X6G
ENSG00000006075	3FPU
ENSG00000006075	3H44
ENSG00000006075	3KBX
ENSG00000006125	1E42
ENSG00000006125	2G30
ENSG00000006125	2IV8
ENSG00000006125	2IV9
ENSG00000006125	2JKR
ENSG00000006125	2JKT
ENSG00000006125	2VGL
ENSG00000006125	2XA7
ENSG00000006128	2B19
ENSG00000006128	2KS9
ENSG00000006128	2KSA
ENSG00000006128	2KSB
ENSG00000006210	1B2T
ENSG00000006210	1F2L
ENSG00000006327	2EQP
ENSG00000006327	2RPJ
ENSG00000006432	3DTC
ENSG00000006451	1UAD
ENSG00000006451	1ZC3
ENSG00000006451	1ZC4
ENSG00000006451	2A78
ENSG00000006451	2A9K
ENSG00000006451	2BOV
ENSG00000006459	3KV5
ENSG00000006459	3KV6
ENSG00000006459	3KV9
ENSG00000006459	3KVA
ENSG00000006459	3KVB
ENSG00000006606	1G2S
ENSG00000006606	1G2T
ENSG00000006611	1X5N
ENSG00000006611	2KBQ
ENSG00000006611	2KBR
ENSG00000006611	2KBS
ENSG00000006611	3K1R
ENSG00000006625	2I5T
ENSG00000006625	2PN7
ENSG00000006625	2Q53
ENSG00000006625	2RBH
ENSG00000006625	3CRY
ENSG00000006638	1LBN
ENSG00000006704	2D99
ENSG00000006704	2DN5
ENSG00000006704	2DZQ
ENSG00000006704	2DZR
ENSG00000006747	3FG6
ENSG00000007001	2XRF
ENSG00000007171	1NSI
ENSG00000007171	2NSI
ENSG00000007171	3E7G
ENSG00000007171	3EJ8
ENSG00000007171	3HR4
ENSG00000007171	4NOS
ENSG00000007237	2YSH
ENSG00000007255	2C0J
ENSG00000007255	2J3T
ENSG00000007264	1JWO
ENSG00000007264	1X6G
ENSG00000007312	3KG5
ENSG00000007372	2CUE
ENSG00000007372	6PAX
ENSG00000007908	1ESL
ENSG00000007908	1G1T
ENSG00000007908	1KJA
ENSG00000007968	1N4M
ENSG00000008118	2JAM
ENSG00000008130	3PFN
ENSG00000008277	3G5C
ENSG00000008294	2W83
ENSG00000008438	1YCK
ENSG00000008710	1B4R
ENSG00000009307	1WFQ
ENSG00000009307	1X65
ENSG00000009307	2YTV
ENSG00000009307	2YTX
ENSG00000009307	2YTY
ENSG00000009413	3ABD
ENSG00000009413	3ABE
ENSG00000009724	1Q3X
ENSG00000009724	1SZB
ENSG00000009724	1ZJK
ENSG00000009954	1F62
ENSG00000010310	2QKH
ENSG00000010322	3P0C
ENSG00000010438	1H4W
ENSG00000010438	2R9P
ENSG00000010438	3L33
ENSG00000010610	1CDH
ENSG00000010610	1CDI
ENSG00000010610	1CDJ
ENSG00000010610	1CDU
ENSG00000010610	1CDY
ENSG00000010610	1G9M
ENSG00000010610	1G9N
ENSG00000010610	1GC1
ENSG00000010610	1JL4
ENSG00000010610	1OPN
ENSG00000010610	1OPT
ENSG00000010610	1OPW
ENSG00000010610	1Q68
ENSG00000010610	1RZJ
ENSG00000010610	1RZK
ENSG00000010610	1WBR
ENSG00000010610	1WIO
ENSG00000010610	1WIP
ENSG00000010610	1WIQ
ENSG00000010610	2B4C
ENSG00000010610	2JKR
ENSG00000010610	2JKT
ENSG00000010610	2KLU
ENSG00000010610	2NXY
ENSG00000010610	2NXZ
ENSG00000010610	2NY0
ENSG00000010610	2NY1
ENSG00000010610	2NY2
ENSG00000010610	2NY3
ENSG00000010610	2NY4
ENSG00000010610	2NY5
ENSG00000010610	2NY6
ENSG00000010610	2QAD
ENSG00000010610	3B71
ENSG00000010610	3CD4
ENSG00000010610	3JWD
ENSG00000010610	3JWO
ENSG00000010610	3LQA
ENSG00000010671	1AWW
ENSG00000010671	1AWX
ENSG00000010671	1B55
ENSG00000010671	1BTK
ENSG00000010671	1BWN
ENSG00000010671	1K2P
ENSG00000010671	1QLY
ENSG00000010671	2GE9
ENSG00000010671	2Z0P
ENSG00000010671	3GEN
ENSG00000010671	3K54
ENSG00000010671	3OCS
ENSG00000010671	3OCT
ENSG00000010671	3P08
ENSG00000010704	1A6Z
ENSG00000010704	1C42
ENSG00000010704	1DE4
ENSG00000010803	2P0K
ENSG00000010810	1A0N
ENSG00000010810	1AOT
ENSG00000010810	1AOU
ENSG00000010810	1AVZ
ENSG00000010810	1AZG
ENSG00000010810	1EFN
ENSG00000010810	1FYN
ENSG00000010810	1G83
ENSG00000010810	1M27
ENSG00000010810	1NYF
ENSG00000010810	1NYG
ENSG00000010810	1SHF
ENSG00000010810	1ZBJ
ENSG00000010810	2DQ7
ENSG00000010810	3H0F
ENSG00000010810	3H0H
ENSG00000010810	3H0I
ENSG00000011052	1NSK
ENSG00000011052	1NUE
ENSG00000011052	3BBB
ENSG00000011052	3BBC
ENSG00000011052	3BBF
ENSG00000011132	2YT7
ENSG00000011132	2YT8
ENSG00000011201	1ZLG
ENSG00000011258	3FEO
ENSG00000011304	1QM9
ENSG00000011304	1SJQ
ENSG00000011304	1SJR
ENSG00000011304	2AD9
ENSG00000011304	2ADB
ENSG00000011304	2ADC
ENSG00000011304	2EVZ
ENSG00000011347	2D8K
ENSG00000011405	2AR5
ENSG00000011405	2IWL
ENSG00000011405	2REA
ENSG00000011405	2RED
ENSG00000011422	1YWH
ENSG00000011422	2FD6
ENSG00000011422	2I9B
ENSG00000011422	3BT1
ENSG00000011422	3BT2
ENSG00000011485	1A17
ENSG00000011485	1S95
ENSG00000011485	1WAO
ENSG00000011485	2BUG
ENSG00000011485	3H60
ENSG00000011485	3H61
ENSG00000011485	3H62
ENSG00000011485	3H63
ENSG00000011485	3H64
ENSG00000011485	3H66
ENSG00000011485	3H67
ENSG00000011485	3H68
ENSG00000011485	3H69
ENSG00000011590	3M5B
ENSG00000011600	2L34
ENSG00000011600	2L35
ENSG00000012048	1JM7
ENSG00000012048	1JNX
ENSG00000012048	1N5O
ENSG00000012048	1OQA
ENSG00000012048	1T15
ENSG00000012048	1T29
ENSG00000012048	1T2U
ENSG00000012048	1T2V
ENSG00000012048	1Y98
ENSG00000012048	2ING
ENSG00000012048	3COJ
ENSG00000012048	3K0H
ENSG00000012048	3K0K
ENSG00000012048	3K15
ENSG00000012048	3K16
ENSG00000012061	1Z00
ENSG00000012061	2A1I
ENSG00000012061	2A1J
ENSG00000012061	2JNW
ENSG00000012061	2JPD
ENSG00000012223	1B0L
ENSG00000012223	1BKA
ENSG00000012223	1CB6
ENSG00000012223	1DSN
ENSG00000012223	1EH3
ENSG00000012223	1FCK
ENSG00000012223	1H43
ENSG00000012223	1H44
ENSG00000012223	1H45
ENSG00000012223	1HSE
ENSG00000012223	1L5T
ENSG00000012223	1LCF
ENSG00000012223	1LCT
ENSG00000012223	1LFG
ENSG00000012223	1LFH
ENSG00000012223	1LFI
ENSG00000012223	1LGB
ENSG00000012223	1N76
ENSG00000012223	1SQY
ENSG00000012223	1U62
ENSG00000012223	1VFD
ENSG00000012223	1VFE
ENSG00000012223	1XV4
ENSG00000012223	1XV7
ENSG00000012223	1Z6V
ENSG00000012223	1Z6W
ENSG00000012223	2BJJ
ENSG00000012223	2DP4
ENSG00000012223	2GMC
ENSG00000012223	2GMD
ENSG00000012223	2HD4
ENSG00000012223	2PMS
ENSG00000012504	1OSH
ENSG00000012504	1OSK
ENSG00000012504	3BEJ
ENSG00000012504	3DCT
ENSG00000012504	3DCU
ENSG00000012504	3FLI
ENSG00000012504	3FXV
ENSG00000012504	3GD2
ENSG00000012504	3HC5
ENSG00000012504	3HC6
ENSG00000012504	3L1B
ENSG00000012779	2ABV
ENSG00000012817	2E6R
ENSG00000012817	2YQE
ENSG00000013275	2DVW
ENSG00000013364	1Y7X
ENSG00000013374	1WJU
ENSG00000013392	2DAW
ENSG00000013441	1Z57
ENSG00000013441	2VAG
ENSG00000014138	2KEB
ENSG00000014216	1ZCM
ENSG00000014216	2ARY
ENSG00000014257	1CVI
ENSG00000014257	1ND5
ENSG00000014257	1ND6
ENSG00000014257	2HPA
ENSG00000014257	2L3H
ENSG00000014824	2ENK
ENSG00000015153	2D9G
ENSG00000015285	1CEE
ENSG00000015285	1EJ5
ENSG00000015285	1T84
ENSG00000015285	2A3Z
ENSG00000015285	2K42
ENSG00000015285	2OT0
ENSG00000015413	1ITQ
ENSG00000015413	1ITU
ENSG00000015475	1ZY3
ENSG00000015475	2BID
ENSG00000015475	2KBW
ENSG00000015676	1WGV
ENSG00000017427	1B9G
ENSG00000017427	1BQT
ENSG00000017427	1GF1
ENSG00000017427	1GZR
ENSG00000017427	1GZY
ENSG00000017427	1GZZ
ENSG00000017427	1H02
ENSG00000017427	1H59
ENSG00000017427	1IMX
ENSG00000017427	1PMX
ENSG00000017427	1TGR
ENSG00000017427	1WQJ
ENSG00000017427	2DSP
ENSG00000017427	2DSQ
ENSG00000017427	2DSR
ENSG00000017427	2GF1
ENSG00000017427	3GF1
ENSG00000017427	3LRI
ENSG00000017621	2DJT
ENSG00000017797	2KWH
ENSG00000017797	2KWI
ENSG00000018236	2EE2
ENSG00000018625	1Q3I
ENSG00000019505	1WFM
ENSG00000019582	1A6A
ENSG00000019582	1ICF
ENSG00000019582	1IIE
ENSG00000019582	1L3H
ENSG00000019582	1MUJ
ENSG00000019991	1BHT
ENSG00000019991	1GMN
ENSG00000019991	1GMO
ENSG00000019991	1GP9
ENSG00000019991	1NK1
ENSG00000019991	1SHY
ENSG00000019991	1SI5
ENSG00000019991	2HGF
ENSG00000019991	2QJ2
ENSG00000019991	3HMS
ENSG00000019991	3HMT
ENSG00000019991	3HN4
ENSG00000019991	3MKP
ENSG00000020256	1X5W
ENSG00000020256	2DMD
ENSG00000020426	1G25
ENSG00000021574	3EAB
ENSG00000021826	2YVQ
ENSG00000022267	1X63
ENSG00000022267	2CUP
ENSG00000022267	2CUR
ENSG00000022267	2EGQ
ENSG00000022556	2KM6
ENSG00000023191	1A4Y
ENSG00000023191	1Z7X
ENSG00000023191	2BEX
ENSG00000023191	2Q4G
ENSG00000023318	2R2J
ENSG00000023445	2UVL
ENSG00000023445	3EB5
ENSG00000023445	3EB6
ENSG00000023445	3M0A
ENSG00000023445	3M0D
ENSG00000023572	2CQ9
ENSG00000023572	2FLS
ENSG00000023572	2HT9
ENSG00000023902	3AA1
ENSG00000024048	3NY2
ENSG00000024048	3NY3
ENSG00000024526	2YSR
ENSG00000025039	2Q3F
ENSG00000025434	1UHL
ENSG00000025434	3IPQ
ENSG00000025434	3IPS
ENSG00000025434	3IPU
ENSG00000025708	1UOU
ENSG00000025708	2J0F
ENSG00000025708	2WK5
ENSG00000025708	2WK6
ENSG00000026025	1GK4
ENSG00000026025	1GK6
ENSG00000026025	1GK7
ENSG00000026025	3G1E
ENSG00000026025	3KLT
ENSG00000026025	3OL1
ENSG00000026036	3K51
ENSG00000026103	1BZI
ENSG00000026103	1DDF
ENSG00000026103	3EWT
ENSG00000026103	3EZQ
ENSG00000026508	1POZ
ENSG00000026508	1UUH
ENSG00000026508	2I83
ENSG00000027075	2FK9
ENSG00000027697	1FG9
ENSG00000027697	1FYH
ENSG00000027697	1JRH
ENSG00000028116	2V62
ENSG00000028137	1CA9
ENSG00000028277	1HDP
ENSG00000028310	3HME
ENSG00000028528	2I4K
ENSG00000029534	1N11
ENSG00000029534	2YQF
ENSG00000029534	2YVI
ENSG00000029534	3F59
ENSG00000029534	3KBT
ENSG00000029534	3KBU
ENSG00000029725	1TU3
ENSG00000029725	1X79
ENSG00000029993	2EQZ
ENSG00000029993	2YQI
ENSG00000030110	1BXL
ENSG00000030110	2IMS
ENSG00000030110	2IMT
ENSG00000030110	2JBY
ENSG00000030110	2JCN
ENSG00000030110	2YV6
ENSG00000030110	3I1H
ENSG00000030582	1G26
ENSG00000030582	2JYE
ENSG00000030582	2JYT
ENSG00000030582	2JYU
ENSG00000030582	2JYV
ENSG00000031823	2CRF
ENSG00000032219	2YRV
ENSG00000033170	2DE0
ENSG00000033327	2VWF
ENSG00000033327	2W0Z
ENSG00000033800	1V66
ENSG00000034063	2FAZ
ENSG00000034063	2PB7
ENSG00000034063	3BI7
ENSG00000034063	3CLZ
ENSG00000034063	3DB3
ENSG00000034063	3DB4
ENSG00000034063	3DWH
ENSG00000034063	3FL2
ENSG00000034693	3MK4
ENSG00000035115	2D8H
ENSG00000035403	1RKC
ENSG00000035403	1RKE
ENSG00000035403	1SYQ
ENSG00000035403	1TR2
ENSG00000035403	1YDI
ENSG00000035403	2GWW
ENSG00000035403	2HSQ
ENSG00000035403	2IBF
ENSG00000035403	3H2U
ENSG00000035403	3H2V
ENSG00000035403	3MYI
ENSG00000035664	1WMK
ENSG00000035664	1WRZ
ENSG00000035664	1Z9X
ENSG00000035664	1ZUZ
ENSG00000035664	1ZWS
ENSG00000035664	2A27
ENSG00000035664	2A2A
ENSG00000035664	2CKE
ENSG00000035687	2V40
ENSG00000035720	1X1F
ENSG00000035720	3MAZ
ENSG00000035862	1BR9
ENSG00000035862	1GXD
ENSG00000035862	2TMP
ENSG00000035928	2EBU
ENSG00000035928	2K6G
ENSG00000035928	2K7F
ENSG00000036473	1C9Y
ENSG00000036473	1EP9
ENSG00000036473	1FVO
ENSG00000036473	1OTH
ENSG00000036530	2Q9F
ENSG00000036530	2Q9G
ENSG00000036530	3MDM
ENSG00000036530	3MDR
ENSG00000036530	3MDT
ENSG00000036530	3MDV
ENSG00000036549	2FC7
ENSG00000036549	2YUM
ENSG00000036672	2HD5
ENSG00000036672	2IBI
ENSG00000036672	3NHE
ENSG00000037897	3CKK
ENSG00000038002	1APY
ENSG00000038002	1APZ
ENSG00000038295	3EDI
ENSG00000038382	1NTY
ENSG00000038382	2NZ8
ENSG00000039068	1O6S
ENSG00000039068	2O72
ENSG00000039068	2OMT
ENSG00000039068	2OMU
ENSG00000039068	2OMV
ENSG00000039068	2OMX
ENSG00000039068	2OMY
ENSG00000039068	2OMZ
ENSG00000039068	3FF7
ENSG00000039068	3FF8
ENSG00000039068	3L6X
ENSG00000039068	3L6Y
ENSG00000039650	2BRF
ENSG00000039650	2W3O
ENSG00000040608	1OZN
ENSG00000040608	1P8T
ENSG00000041353	2F7S
ENSG00000041880	2EOC
ENSG00000041880	3C49
ENSG00000041880	3C4H
ENSG00000041880	3CE0
ENSG00000041880	3FHB
ENSG00000041982	1TEN
ENSG00000041982	2RB8
ENSG00000041982	2RBL
ENSG00000042088	1JY1
ENSG00000042088	1MU7
ENSG00000042088	1MU9
ENSG00000042088	1NOP
ENSG00000042088	1QZQ
ENSG00000042088	1RFF
ENSG00000042088	1RFI
ENSG00000042088	1RG1
ENSG00000042088	1RG2
ENSG00000042088	1RGT
ENSG00000042088	1RGU
ENSG00000042088	1RH0
ENSG00000042493	1J72
ENSG00000042493	1JHW
ENSG00000043462	1H3H
ENSG00000043462	1YWO
ENSG00000043462	2EAP
ENSG00000043462	2ROR
ENSG00000044012	1UYA
ENSG00000044012	1UYB
ENSG00000044090	2JNG
ENSG00000044115	1H6G
ENSG00000044524	2GSF
ENSG00000044524	2QO2
ENSG00000044524	2QO7
ENSG00000044524	2QO9
ENSG00000044524	2QOB
ENSG00000044524	2QOC
ENSG00000044524	2QOD
ENSG00000044524	2QOF
ENSG00000044524	2QOI
ENSG00000044524	2QOK
ENSG00000044524	2QOL
ENSG00000044524	2QON
ENSG00000044524	2QOO
ENSG00000044524	2QOQ
ENSG00000044524	3DZQ
ENSG00000044524	3FXX
ENSG00000044524	3FY2
ENSG00000044574	3IUC
ENSG00000046604	2YQG
ENSG00000047188	2YU6
ENSG00000047230	2V4U
ENSG00000047230	2VKT
ENSG00000047230	3IHL
ENSG00000047365	1X40
ENSG00000047365	2COD
ENSG00000047457	1KCW
ENSG00000047457	2J5W
ENSG00000047932	2DC2
ENSG00000048392	2VUX
ENSG00000048392	3HF1
ENSG00000048462	1OQD
ENSG00000048462	1XU2
ENSG00000049130	1EXZ
ENSG00000049130	1SCF
ENSG00000049130	2E9W
ENSG00000049323	1KSQ
ENSG00000049618	2CXY
ENSG00000049618	2EH9
ENSG00000049759	2NSQ
ENSG00000049759	2ONI
ENSG00000049759	3JVZ
ENSG00000049759	3JW0
ENSG00000049860	1NOU
ENSG00000049860	1NOW
ENSG00000049860	1NP0
ENSG00000049860	1O7A
ENSG00000049860	1QBD
ENSG00000049860	2GJX
ENSG00000049860	2GK1
ENSG00000050405	2D8Y
ENSG00000050748	3E7O
ENSG00000050748	3NPC
ENSG00000050820	1WYX
ENSG00000051108	1WGD
ENSG00000051128	2P8V
ENSG00000051128	3CVF
ENSG00000051180	1B22
ENSG00000051180	1N0W
ENSG00000051523	1WLP
ENSG00000052126	2DKP
ENSG00000052344	3DFJ
ENSG00000052344	3DFL
ENSG00000052344	3E0N
ENSG00000052344	3E0P
ENSG00000052344	3E16
ENSG00000052344	3E1X
ENSG00000052344	3FVF
ENSG00000052344	3GYL
ENSG00000052344	3GYM
ENSG00000053371	2BP1
ENSG00000053918	3BJ4
ENSG00000053918	3HFC
ENSG00000053918	3HFE
ENSG00000054116	1SZ7
ENSG00000054116	2C0J
ENSG00000054116	2CFH
ENSG00000054116	3KXC
ENSG00000054148	2AI6
ENSG00000054148	2HW4
ENSG00000054148	2NMM
ENSG00000054148	2OZW
ENSG00000054148	2OZX
ENSG00000054356	2I1Y
ENSG00000054356	2QT7
ENSG00000054523	2EH0
ENSG00000054611	2QFZ
ENSG00000055118	1BYW
ENSG00000055118	1UJL
ENSG00000055130	1LDJ
ENSG00000055130	1LDK
ENSG00000055130	1U6G
ENSG00000055208	2DAE
ENSG00000055208	2WWZ
ENSG00000055208	2WX0
ENSG00000055208	2WX1
ENSG00000055332	1QU6
ENSG00000055332	2A19
ENSG00000055332	2A1A
ENSG00000055609	2YSM
ENSG00000055609	2YUK
ENSG00000056558	3M0D
ENSG00000057149	2ZV6
ENSG00000057593	1BF9
ENSG00000057593	1CVW
ENSG00000057593	1DAN
ENSG00000057593	1DVA
ENSG00000057593	1F7E
ENSG00000057593	1F7M
ENSG00000057593	1FAK
ENSG00000057593	1FF7
ENSG00000057593	1FFM
ENSG00000057593	1J9C
ENSG00000057593	1JBU
ENSG00000057593	1KLI
ENSG00000057593	1KLJ
ENSG00000057593	1NL8
ENSG00000057593	1O5D
ENSG00000057593	1QFK
ENSG00000057593	1W0Y
ENSG00000057593	1W2K
ENSG00000057593	1W7X
ENSG00000057593	1W8B
ENSG00000057593	1WQV
ENSG00000057593	1WSS
ENSG00000057593	1WTG
ENSG00000057593	1WUN
ENSG00000057593	1WV7
ENSG00000057593	1YGC
ENSG00000057593	1Z6J
ENSG00000057593	2A2Q
ENSG00000057593	2AEI
ENSG00000057593	2AER
ENSG00000057593	2B7D
ENSG00000057593	2B8O
ENSG00000057593	2BZ6
ENSG00000057593	2C4F
ENSG00000057593	2EC9
ENSG00000057593	2F9B
ENSG00000057593	2FIR
ENSG00000057593	2FLB
ENSG00000057593	2FLR
ENSG00000057593	2PUQ
ENSG00000057593	2ZP0
ENSG00000057593	2ZWL
ENSG00000057593	2ZZU
ENSG00000057593	3ELA
ENSG00000057657	3DAL
ENSG00000058272	2KJY
ENSG00000058404	3BHH
ENSG00000058668	1CFF
ENSG00000058668	2KNE
ENSG00000059122	2RPR
ENSG00000059378	2PQF
ENSG00000059573	2H5G
ENSG00000059588	2HA8
ENSG00000059728	1E91
ENSG00000059728	1G1E
ENSG00000059728	1NLW
ENSG00000059728	1PD7
ENSG00000059728	1S5Q
ENSG00000060069	1J2X
ENSG00000060069	1ONV
ENSG00000060069	2K7L
ENSG00000060709	1WIE
ENSG00000060709	2CSI
ENSG00000060709	2CSP
ENSG00000060709	2CSQ
ENSG00000060971	2IIK
ENSG00000060982	2ABJ
ENSG00000060982	2COG
ENSG00000060982	2COI
ENSG00000060982	2COJ
ENSG00000061273	3C0Y
ENSG00000061273	3C0Z
ENSG00000061273	3C10
ENSG00000061918	2WZ1
ENSG00000061936	2E5Z
ENSG00000061936	2E60
ENSG00000061938	1CF4
ENSG00000061938	1U46
ENSG00000061938	1U4D
ENSG00000061938	1U54
ENSG00000061938	3EQP
ENSG00000061938	3EQR
ENSG00000063046	1WI8
ENSG00000063046	2J76
ENSG00000063244	1JMT
ENSG00000063244	1O0P
ENSG00000063244	1OPI
ENSG00000063244	1U2F
ENSG00000063244	2G4B
ENSG00000063244	2HZC
ENSG00000063244	2U2F
ENSG00000063245	1INZ
ENSG00000063854	1QH3
ENSG00000063854	1QH5
ENSG00000063854	2F50
ENSG00000063978	2EA6
ENSG00000063978	2XEU
ENSG00000064012	1F9E
ENSG00000064012	1I4E
ENSG00000064012	1QDU
ENSG00000064012	1QTN
ENSG00000064012	2C2Z
ENSG00000064012	2FUN
ENSG00000064012	2K7Z
ENSG00000064012	3H11
ENSG00000064012	3KJN
ENSG00000064012	3KJQ
ENSG00000064300	3EWV
ENSG00000064309	3D1M
ENSG00000064309	3N1F
ENSG00000064309	3N1Q
ENSG00000064601	1IVY
ENSG00000064601	3BP4
ENSG00000064601	3BP7
ENSG00000064601	3BXN
ENSG00000064607	1X4P
ENSG00000064655	3GEB
ENSG00000064655	3HB0
ENSG00000064655	3HB1
ENSG00000064666	1WYN
ENSG00000064692	2KES
ENSG00000064703	2OXC
ENSG00000064703	3B7G
ENSG00000064933	2CS1
ENSG00000064989	3N7P
ENSG00000064989	3N7R
ENSG00000064989	3N7S
ENSG00000064995	1BH8
