Ensembl ID	HGNC_transcript_name ID
ENSG00000004866	ST7-015
ENSG00000004866	ST7-016
ENSG00000004866	ST7-017
ENSG00000004866	ST7-018
ENSG00000004866	ST7-019
ENSG00000004866	ST7-020
ENSG00000004866	ST7-021
ENSG00000004866	ST7-022
ENSG00000004866	ST7-023
ENSG00000004866	ST7-024
ENSG00000004866	ST7-025
ENSG00000004866	ST7-026
ENSG00000004866	ST7-027
ENSG00000004866	ST7-028
ENSG00000004866	ST7-029
ENSG00000004866	ST7-030
ENSG00000004897	CDC27-001
ENSG00000004897	CDC27-002
ENSG00000004897	CDC27-003
ENSG00000004897	CDC27-004
ENSG00000004897	CDC27-005
ENSG00000004897	CDC27-006
ENSG00000004897	CDC27-007
ENSG00000004897	CDC27-008
ENSG00000004897	CDC27-009
ENSG00000004897	CDC27-010
ENSG00000004897	CDC27-011
ENSG00000004897	CDC27-201
ENSG00000004939	SLC4A1-001
ENSG00000004939	SLC4A1-002
ENSG00000004939	SLC4A1-003
ENSG00000004939	SLC4A1-004
ENSG00000004948	CALCR-001
ENSG00000004948	CALCR-002
ENSG00000004948	CALCR-003
ENSG00000004948	CALCR-004
ENSG00000004948	CALCR-005
ENSG00000004948	CALCR-201
ENSG00000004948	CALCR-202
ENSG00000004948	CALCR-203
ENSG00000004961	HCCS-001
ENSG00000004961	HCCS-002
ENSG00000004961	HCCS-003
ENSG00000004975	DVL2-001
ENSG00000005001	PRSS22-001
ENSG00000005007	UPF1-201
ENSG00000005020	SKAP2-001
ENSG00000005020	SKAP2-002
ENSG00000005020	SKAP2-003
ENSG00000005020	SKAP2-004
ENSG00000005020	SKAP2-005
ENSG00000005020	SKAP2-006
ENSG00000005020	SKAP2-007
ENSG00000005020	SKAP2-008
ENSG00000005020	SKAP2-009
ENSG00000005020	SKAP2-201
ENSG00000005020	SKAP2-202
ENSG00000005022	SLC25A5-001
ENSG00000005022	SLC25A5-002
ENSG00000005022	SLC25A5-003
ENSG00000005022	SLC25A5-004
ENSG00000005059	CCDC109B-001
ENSG00000005059	CCDC109B-002
ENSG00000005059	CCDC109B-003
ENSG00000005059	CCDC109B-004
ENSG00000005059	CCDC109B-005
ENSG00000005073	HOXA11-001
ENSG00000005073	HOXA11-002
ENSG00000005075	POLR2J-001
ENSG00000005075	POLR2J-201
ENSG00000005100	DHX33-001
ENSG00000005100	DHX33-201
ENSG00000005102	MEOX1-201
ENSG00000005102	MEOX1-202
ENSG00000005102	MEOX1-203
ENSG00000005108	THSD7A-001
ENSG00000005108	THSD7A-002
ENSG00000005108	THSD7A-003
ENSG00000005108	THSD7A-004
ENSG00000005108	THSD7A-201
ENSG00000005156	LIG3-001
ENSG00000005156	LIG3-002
ENSG00000005156	LIG3-003
ENSG00000005156	LIG3-004
ENSG00000005175	RPAP3-201
ENSG00000005175	RPAP3-202
ENSG00000005175	RPAP3-203
ENSG00000005187	ACSM3-001
ENSG00000005187	ACSM3-201
ENSG00000005187	ACSM3-202
ENSG00000005194	CIAPIN1-001
ENSG00000005238	KIAA1539-001
ENSG00000005238	KIAA1539-002
ENSG00000005238	KIAA1539-003
ENSG00000005238	KIAA1539-004
ENSG00000005238	KIAA1539-005
ENSG00000005238	KIAA1539-006
ENSG00000005238	KIAA1539-007
ENSG00000005243	COPZ2-201
ENSG00000005249	PRKAR2B-001
ENSG00000005249	PRKAR2B-003
ENSG00000005249	PRKAR2B-004
ENSG00000005249	PRKAR2B-201
ENSG00000005249	PRKAR2B-202
ENSG00000005302	MSL3-001
ENSG00000005302	MSL3-002
ENSG00000005302	MSL3-003
ENSG00000005302	MSL3-004
ENSG00000005302	MSL3-005
ENSG00000005302	MSL3-006
ENSG00000005302	MSL3-007
ENSG00000005302	MSL3-008
ENSG00000005302	MSL3-009
ENSG00000005302	MSL3-010
ENSG00000005302	MSL3-011
ENSG00000005302	MSL3-012
ENSG00000005302	MSL3-013
ENSG00000005302	MSL3-014
ENSG00000005302	MSL3-015
ENSG00000005302	MSL3-016
ENSG00000005302	MSL3-201
ENSG00000005302	MSL3-202
ENSG00000005339	CREBBP-001
ENSG00000005339	CREBBP-201
ENSG00000005339	CREBBP-202
ENSG00000005339	CREBBP-203
ENSG00000005379	BZRAP1-201
ENSG00000005379	BZRAP1-202
ENSG00000005379	BZRAP1-203
ENSG00000005381	MPO-201
ENSG00000005381	MPO-202
ENSG00000005421	PON1-001
ENSG00000005421	PON1-003
ENSG00000005421	PON1-004
ENSG00000005421	PON1-006
ENSG00000005421	PON1-201
ENSG00000005436	C2orf3-001
ENSG00000005436	C2orf3-002
ENSG00000005436	C2orf3-003
ENSG00000005436	C2orf3-004
ENSG00000005436	C2orf3-005
ENSG00000005436	C2orf3-006
ENSG00000005436	C2orf3-007
ENSG00000005436	C2orf3-008
ENSG00000005436	C2orf3-009
ENSG00000005436	C2orf3-010
ENSG00000005436	C2orf3-201
ENSG00000005448	WDR54-001
ENSG00000005448	WDR54-002
ENSG00000005448	WDR54-003
ENSG00000005448	WDR54-004
ENSG00000005448	WDR54-005
ENSG00000005448	WDR54-006
ENSG00000005448	WDR54-007
ENSG00000005448	WDR54-008
ENSG00000005448	WDR54-009
ENSG00000005448	WDR54-010
ENSG00000005448	WDR54-011
ENSG00000005448	WDR54-012
ENSG00000005448	WDR54-013
ENSG00000005469	CROT-001
ENSG00000005469	CROT-002
ENSG00000005469	CROT-003
ENSG00000005469	CROT-004
ENSG00000005469	CROT-005
ENSG00000005469	CROT-006
ENSG00000005469	CROT-007
ENSG00000005471	ABCB4-001
ENSG00000005471	ABCB4-002
ENSG00000005471	ABCB4-003
ENSG00000005471	ABCB4-004
ENSG00000005471	ABCB4-005
ENSG00000005471	ABCB4-006
ENSG00000005471	ABCB4-007
ENSG00000005471	ABCB4-008
ENSG00000005471	ABCB4-009
ENSG00000005471	ABCB4-201
ENSG00000005471	ABCB4-202
ENSG00000005483	MLL5-001
ENSG00000005483	MLL5-003
ENSG00000005483	MLL5-004
ENSG00000005483	MLL5-007
ENSG00000005483	MLL5-008
ENSG00000005483	MLL5-009
ENSG00000005483	MLL5-010
ENSG00000005483	MLL5-011
ENSG00000005483	MLL5-012
ENSG00000005483	MLL5-013
ENSG00000005483	MLL5-014
ENSG00000005483	MLL5-015
ENSG00000005483	MLL5-016
ENSG00000005483	MLL5-018
ENSG00000005483	MLL5-201
ENSG00000005483	MLL5-202
ENSG00000005483	MLL5-203
ENSG00000005483	MLL5-204
ENSG00000005483	MLL5-205
ENSG00000005483	MLL5-206
ENSG00000005486	RHBDD2-001
ENSG00000005486	RHBDD2-002
ENSG00000005486	RHBDD2-003
ENSG00000005486	RHBDD2-004
ENSG00000005486	RHBDD2-005
ENSG00000005486	RHBDD2-006
ENSG00000005486	RHBDD2-007
ENSG00000005486	RHBDD2-008
ENSG00000005486	RHBDD2-009
ENSG00000005486	RHBDD2-201
ENSG00000005486	RHBDD2-202
ENSG00000005513	SOX8-001
ENSG00000005700	IBTK-001
ENSG00000005700	IBTK-002
ENSG00000005700	IBTK-003
