ID	Symbol	Name	Species	Date	Remarks
55629	PNRC2	proline-rich nuclear receptor coactivator 2	Hs	06/30/2011	
23126	POGZ	pogo transposable element with ZNF domain	Hs	06/30/2011	
374920	C19orf68	chromosome 19 open reading frame 68	Hs	06/30/2011	
55623	THUMPD1	THUMP domain containing 1	Hs	06/30/2011	
55622	TTC27	Tetratricopeptide repeat domain 27	Hs	06/30/2011	
55621	TRMT1	TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae)	Hs	06/30/2011	
55620	STAP2	signal transducing adaptor family member 2	Hs	06/30/2011	
55627	SMPD4	sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3)	Hs	06/30/2011	
55626	AMBRA1	autophagy/beclin-1 regulator 1	Hs	06/30/2011	
55625	ZDHHC7	zinc finger, DHHC-type containing 7	Hs	06/30/2011	
55624	POMGNT1	protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase	Hs	06/30/2011	
389073	C2orf80	chromosome 2 open reading frame 80	Hs	06/30/2011	
389072	PLEKHM3	pleckstrin homology domain containing, family M, member 3	Hs	06/30/2011	
389075	RESP18	regulated endocrine-specific protein 18	Hs	06/30/2011	
728715	LOC728715	similar to hCG38149	Hs	06/30/2011	
728716	hCG_2036596	HCG2036596	Hs	06/30/2011	
728712	SPANXA2	SPANX family, member A2	Hs	06/30/2011	
8294	HIST1H4I	histone cluster 1, H4i	Hs	06/30/2011	
127731	VWA5B1	von Willebrand factor A domain containing 5B1	Hs	06/30/2011	
127733	UBXN10	UBX domain protein 10	Hs	06/30/2011	
65268	WNK2	WNK lysine deficient protein kinase 2	Hs	06/30/2011	
343637	RSPO4	R-spondin family, member 4	Hs	06/30/2011	
65260	C1orf163	chromosome 1 open reading frame 163	Hs	06/30/2011	
393	ARHGAP4	Rho GTPase activating protein 4	Hs	06/30/2011	
392	ARHGAP1	Rho GTPase activating protein 1	Hs	06/30/2011	
391	RHOG	ras homolog gene family, member G (rho G)	Hs	06/30/2011	
390	RND3	Rho family GTPase 3	Hs	06/30/2011	
397	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta	Hs	06/30/2011	
396	ARHGDIA	Rho GDP dissociation inhibitor (GDI) alpha	Hs	06/30/2011	
395	ARHGAP6	Rho GTPase activating protein 6	Hs	06/30/2011	
394	ARHGAP5	Rho GTPase activating protein 5	Hs	06/30/2011	
399	RHOH	ras homolog gene family, member H	Hs	06/30/2011	
398	ARHGDIG	Rho GDP dissociation inhibitor (GDI) gamma	Hs	06/30/2011	
93134	ZNF561	zinc finger protein 561	Hs	06/30/2011	
389690	FLJ43860	FLJ43860 protein	Hs	06/30/2011	
3748	KCNC3	potassium voltage-gated channel, Shaw-related subfamily, member 3	Hs	06/30/2011	
3749	KCNC4	potassium voltage-gated channel, Shaw-related subfamily, member 4	Hs	06/30/2011	
3746	KCNC1	potassium voltage-gated channel, Shaw-related subfamily, member 1	Hs	06/30/2011	
3747	KCNC2	potassium voltage-gated channel, Shaw-related subfamily, member 2	Hs	06/30/2011	
3744	KCNA10	potassium voltage-gated channel, shaker-related subfamily, member 10	Hs	06/30/2011	
3745	KCNB1	potassium voltage-gated channel, Shab-related subfamily, member 1	Hs	06/30/2011	
3742	KCNA6	potassium voltage-gated channel, shaker-related subfamily, member 6	Hs	06/30/2011	
3743	KCNA7	potassium voltage-gated channel, shaker-related subfamily, member 7	Hs	06/30/2011	
3741	KCNA5	potassium voltage-gated channel, shaker-related subfamily, member 5	Hs	06/30/2011	
222553	SLC35F1	solute carrier family 35, member F1	Hs	06/30/2011	
57661	PHRF1	PHD and ring finger domains 1	Hs	06/30/2011	
57663	USP29	ubiquitin specific peptidase 29	Hs	06/30/2011	
57665	RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	Hs	06/30/2011	
57664	PLEKHA4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	Hs	06/30/2011	
57666	FBRSL1	fibrosin-like 1	Hs	06/30/2011	
57669	EPB41L5	erythrocyte membrane protein band 4.1 like 5	Hs	06/30/2011	
100294720	NHEG1	neuroblastoma highly expressed protein 1	Hs	06/30/2011	
113146	AHNAK2	AHNAK nucleoprotein 2	Hs	06/30/2011	
146310	RNF151	ring finger protein 151	Hs	06/30/2011	
57085	AGTRAP	Angiotensin II receptor-associated protein	Hs	06/30/2011	
57084	SLC17A6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	Hs	06/30/2011	
57082	CASC5	cancer susceptibility candidate 5	Hs	06/30/2011	
260294	NSUN5C	NOL1/NOP2/Sun domain family, member 5C	Hs	06/30/2011	
57089	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7	Hs	06/30/2011	
57088	PLSCR4	phospholipid scramblase 4	Hs	06/30/2011	
286234	C9orf79	chromosome 9 open reading frame 79	Hs	06/30/2011	
731223	LOC731223	hypothetical LOC731223	Hs	06/30/2011	
731220	hCG_1645516	hypothetical protein LOC731220	Hs	06/30/2011	
6819	SULT1C2	sulfotransferase family, cytosolic, 1C, member 2	Hs	06/30/2011	
6818	SULT1A3	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3	Hs	06/30/2011	
6811	STX5	syntaxin 5	Hs	06/30/2011	
6810	STX4	Syntaxin 4	Hs	06/30/2011	
6813	STXBP2	syntaxin binding protein 2	Hs	06/30/2011	
6812	STXBP1	syntaxin binding protein 1	Hs	06/30/2011	
6815	STYX	serine/threonine/tyrosine interacting protein	Hs	06/30/2011	
6814	STXBP3	syntaxin binding protein 3	Hs	06/30/2011	
6817	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	Hs	06/30/2011	
9757	MLL4	myeloid/lymphoid or mixed-lineage leukemia 4	Hs	06/30/2011	
9755	TBKBP1	TBK1 binding protein 1	Hs	06/30/2011	
9754	STARD8	StAR-related lipid transfer (START) domain containing 8	Hs	06/30/2011	
9753	ZSCAN12	zinc finger and SCAN domain containing 12	Hs	06/30/2011	
9752	PCDHA9	protocadherin alpha 9	Hs	06/30/2011	
9751	SNPH	syntaphilin	Hs	06/30/2011	
9750	FAM65B	family with sequence similarity 65, member B	Hs	06/30/2011	
100132828	LOC100132828	similar to hCG1993470	Hs	06/30/2011	
9759	HDAC4	histone deacetylase 4	Hs	06/30/2011	
9758	FRMPD4	FERM and PDZ domain containing 4	Hs	06/30/2011	
24146	CLDN15	claudin 15	Hs	06/30/2011	
24147	FJX1	four jointed box 1 (Drosophila)	Hs	06/30/2011	
24144	TFIP11	tuftelin interacting protein 11	Hs	06/30/2011	
24142	NAT6	N-acetyltransferase 6 (GCN5-related)	Hs	06/30/2011	
24140	FTSJ1	FtsJ homolog 1 (E. coli)	Hs	06/30/2011	
24148	PRPF6	PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)	Hs	06/30/2011	
24149	ZNF318	Zinc finger protein 318	Hs	06/30/2011	
23516	SLC39A14	solute carrier family 39 (zinc transporter), member 14	Hs	06/30/2011	
339192	LOC339192	hypothetical protein LOC339192	Hs	06/30/2011	
338821	LST-3TM12	organic anion transporter LST-3b	Hs	06/30/2011	
146861	AMAC1	acyl-malonyl condensing enzyme 1	Hs	06/30/2011	
146862	UNC45B	unc-45 homolog B (C. elegans)	Hs	06/30/2011	
136853	SRCRB4D	scavenger receptor cysteine rich domain containing, group B (4 domains)	Hs	06/30/2011	
147199	SCGB1C1	secretoglobin, family 1C, member 1	Hs	06/30/2011	
346389	MACC1	metastasis associated in colon cancer 1	Hs	06/30/2011	
157247	MGC27345	hypothetical protein MGC27345	Hs	06/30/2011	
692072	SNORD5	small nucleolar RNA, C/D box 5	Hs	06/30/2011	
692073	SNORA16A	small nucleolar RNA, H/ACA box 16A	Hs	06/30/2011	
692076	SNORD7	small nucleolar RNA, C/D box 7	Hs	06/30/2011	
692075	SNORD6	small nucleolar RNA, C/D box 6	Hs	06/30/2011	
643797	UNQ6190	AGVR6190	Hs	06/30/2011	
645566	FLJ45482	hypothetical LOC645566	Hs	06/30/2011	
100128315	TMEM210	transmembrane protein 210	Hs	06/30/2011	
100128310	RP11-429E11.3	hypothetical LOC100128310	Hs	06/30/2011	
170689	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif, 15	Hs	06/30/2011	
170685	NUDT10	Nudix (nucleoside diphosphate linked moiety X)-type motif 10	Hs	06/30/2011	
345895	RSPH4A	radial spoke head 4 homolog A (Chlamydomonas)	Hs	06/30/2011	
144423	GLT1D1	glycosyltransferase 1 domain containing 1	Hs	06/30/2011	
339442	LOC339442	hypothetical protein LOC339442	Hs	06/30/2011	
115273	RAB42	RAB42, member RAS oncogene family	Hs	06/30/2011	
339448	C1orf174	chromosome 1 open reading frame 174	Hs	06/30/2011	
145773	FAM81A	Family with sequence similarity 81, member A	Hs	06/30/2011	
23266	LPHN2	latrophilin 2	Hs	06/30/2011	
23264	ZC3H7B	zinc finger CCCH-type containing 7B	Hs	06/30/2011	
23265	EXOC7	exocyst complex component 7	Hs	06/30/2011	
132660	LIN54	lin-54 homolog (C. elegans)	Hs	06/30/2011	
23263	MCF2L	MCF.2 cell line derived transforming sequence-like	Hs	06/30/2011	
23261	CAMTA1	calmodulin binding transcription activator 1	Hs	06/30/2011	
23268	DNMBP	dynamin binding protein	Hs	06/30/2011	
23269	MGA	MAX gene associated	Hs	06/30/2011	
644215	LOC644215	Hypothetical LOC644215	Hs	06/30/2011	
643246	MAP1LC3B2	microtubule-associated protein 1 light chain 3 beta 2	Hs	06/30/2011	
644213	LOC644213	Glyceraldehyde-3-phosphate dehydrogenase pseudogene	Hs	06/30/2011	
84221	C21orf56	chromosome 21 open reading frame 56	Hs	06/30/2011	
128859	BPIL3	bactericidal/permeability-increasing protein-like 3	Hs	06/30/2011	
128854	TSPYL3	TSPY-like 3 (pseudogene)	Hs	06/30/2011	
128853	DUSP15	dual specificity phosphatase 15	Hs	06/30/2011	
448835	LCE6A	late cornified envelope 6A	Hs	06/30/2011	
448834	KPRP	keratinocyte proline-rich protein	Hs	06/30/2011	
6778	STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	Hs	06/30/2011	
6779	STATH	statherin	Hs	06/30/2011	
448831	FRG2	FSHD region gene 2	Hs	06/30/2011	
6774	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	Hs	06/30/2011	
6775	STAT4	signal transducer and activator of transcription 4	Hs	06/30/2011	
6776	STAT5A	signal transducer and activator of transcription 5A	Hs	06/30/2011	
6777	STAT5B	signal transducer and activator of transcription 5B	Hs	06/30/2011	
6770	STAR	steroidogenic acute regulatory protein	Hs	06/30/2011	
6772	STAT1	signal transducer and activator of transcription 1, 91kDa	Hs	06/30/2011	
6773	STAT2	signal transducer and activator of transcription 2, 113kDa	Hs	06/30/2011	
92745	SLC38A5	solute carrier family 38, member 5	Hs	06/30/2011	
92747	C20orf114	chromosome 20 open reading frame 114	Hs	06/30/2011	
92749	C2orf39	chromosome 2 open reading frame 39	Hs	06/30/2011	
55209	SETD5	SET domain containing 5	Hs	06/30/2011	
201895	C4orf34	chromosome 4 open reading frame 34	Hs	06/30/2011	
55203	LGI2	leucine-rich repeat LGI family, member 2	Hs	06/30/2011	
84223	IQCG	IQ motif containing G	Hs	06/30/2011	
140850	DEFB127	defensin, beta 127	Hs	06/30/2011	
140851	MT1P3	metallothionein 1 pseudogene 3	Hs	06/30/2011	
440446	FLJ42842	hypothetical FLJ42842	Hs	06/30/2011	
84229	CCDC135	coiled-coil domain containing 135	Hs	06/30/2011	
653113	LOC653113	family with sequence similarity 86, member A pseudogene	Hs	06/30/2011	
653110	LOC653110	hypothetical LOC653110	Hs	06/30/2011	
135946	OR6B1	olfactory receptor, family 6, subfamily B, member 1	Hs	06/30/2011	
135941	OR2A14	olfactory receptor, family 2, subfamily A, member 14	Hs	06/30/2011	
135948	OR2F2	olfactory receptor, family 2, subfamily F, member 2	Hs	06/30/2011	
391112	OR6Y1	olfactory receptor, family 6, subfamily Y, member 1	Hs	06/30/2011	
5058	PAK1	p21 protein (Cdc42/Rac)-activated kinase 1	Hs	06/30/2011	
5054	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	Hs	06/30/2011	
5055	SERPINB2	serpin peptidase inhibitor, clade B (ovalbumin), member 2	Hs	06/30/2011	
5050	PAFAH1B3	platelet-activating factor acetylhydrolase, isoform Ib, subunit 3 (29kDa)	Hs	06/30/2011	
5051	PAFAH2	platelet-activating factor acetylhydrolase 2, 40kDa	Hs	06/30/2011	
5052	PRDX1	peroxiredoxin 1	Hs	06/30/2011	
5053	PAH	phenylalanine hydroxylase	Hs	06/30/2011	
64902	AGXT2	alanine-glyoxylate aminotransferase 2	Hs	06/30/2011	
26025	PCDHGA12	protocadherin gamma subfamily A, 12	Hs	06/30/2011	
26024	PTCD1	pentatricopeptide repeat domain 1	Hs	06/30/2011	
400506	C16orf88	chromosome 16 open reading frame 88	Hs	06/30/2011	
400500	BCAR4	breast cancer anti-estrogen resistance 4	Hs	06/30/2011	
400509	RUNDC2B	RUN domain containing 2B	Hs	06/30/2011	
122011	CSNK1A1L	casein kinase 1, alpha 1-like	Hs	06/30/2011	
146456	TMED6	transmembrane emp24 protein transport domain containing 6	Hs	06/30/2011	
89941	RHOT2	ras homolog gene family, member T2	Hs	06/30/2011	
89944	GLB1L2	galactosidase, beta 1-like 2	Hs	06/30/2011	
203235	C9orf141	chromosome 9 open reading frame 141	Hs	06/30/2011	
29993	PACSIN1	protein kinase C and casein kinase substrate in neurons 1	Hs	06/30/2011	
203238	C9orf93	chromosome 9 open reading frame 93	Hs	06/30/2011	
390243	FOLR4	folate receptor 4 (delta) homolog (mouse)	Hs	06/30/2011	
94137	RP1L1	retinitis pigmentosa 1-like 1	Hs	06/30/2011	
83639	TEX101	testis expressed 101	Hs	06/30/2011	
83638	C11orf68	chromosome 11 open reading frame 68	Hs	06/30/2011	
29994	BAZ2B	bromodomain adjacent to zinc finger domain, 2B	Hs	06/30/2011	
388474	RPL7AP66	ribosomal protein L7a pseudogene 66	Hs	06/30/2011	
728411	LOC728411	glucuronidase, beta pseudogene	Hs	06/30/2011	
729025	SLC15A5	solute carrier family 15, member 5	Hs	06/30/2011	
729020	hCG_2024410	rcRPE	Hs	06/30/2011	
100128385	C9orf110	chromosome 9 open reading frame 110	Hs	06/30/2011	
6959	TRBV21OR9-2	T cell receptor beta variable 21/OR9-2 (non-functional)	Hs	06/30/2011	
8034	SLC25A16	Solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16	Hs	06/30/2011	
8036	SHOC2	soc-2 suppressor of clear homolog (C. elegans)	Hs	06/30/2011	
8031	NCOA4	nuclear receptor coactivator 4	Hs	06/30/2011	
8030	CCDC6	coiled-coil domain containing 6	Hs	06/30/2011	
8038	ADAM12	ADAM metallopeptidase domain 12	Hs	06/30/2011	
100130518	LOC100130518	similar to hCG1773661	Hs	06/30/2011	
100130519	TMEM221	Transmembrane protein 221	Hs	06/30/2011	
100130511	LOC100130511	hypothetical LOC100130511	Hs	06/30/2011	
126669	SHE	Src homology 2 domain containing E	Hs	06/30/2011	
126668	TDRD10	tudor domain containing 10	Hs	06/30/2011	
144501	KRT80	keratin 80	Hs	06/30/2011	
2692	GHRHR	growth hormone releasing hormone receptor	Hs	06/30/2011	
150365	MEI1	meiosis inhibitor 1	Hs	06/30/2011	
259292	TAS2R46	taste receptor, type 2, member 46	Hs	06/30/2011	
127534	GJB4	gap junction protein, beta 4, 30.3kDa	Hs	06/30/2011	
65065	NBEAL1	neurobeachin-like 1	Hs	06/30/2011	
65062	ALS2CR4	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 4	Hs	06/30/2011	
259296	TAS2R50	taste receptor, type 2, member 50	Hs	06/30/2011	
259295	TAS2R20	taste receptor, type 2, member 20	Hs	06/30/2011	
259294	TAS2R19	taste receptor, type 2, member 19	Hs	06/30/2011	
84691	FAM71F1	family with sequence similarity 71, member F1	Hs	06/30/2011	
155465	AGR3	anterior gradient homolog 3 (Xenopus laevis)	Hs	06/30/2011	
84695	LOXL3	lysyl oxidase-like 3	Hs	06/30/2011	
81563	C1orf21	Chromosome 1 open reading frame 21	Hs	06/30/2011	
81562	LMAN2L	lectin, mannose-binding 2-like	Hs	06/30/2011	
81565	NDEL1	nudE nuclear distribution gene E homolog (A. nidulans)-like 1	Hs	06/30/2011	
81567	TXNDC5	thioredoxin domain containing 5 (endoplasmic reticulum)	Hs	06/30/2011	
81566	CSRNP2	cysteine-serine-rich nuclear protein 2	Hs	06/30/2011	
81569	ACTL8	actin-like 8	Hs	06/30/2011	
732428	LOC732428	keratin-associated protein 9-2-like 2-like	Hs	06/30/2011	
5869	RAB5B	RAB5B, member RAS oncogene family	Hs	06/30/2011	
5868	RAB5A	RAB5A, member RAS oncogene family	Hs	06/30/2011	
5865	RAB3B	RAB3B, member RAS oncogene family	Hs	06/30/2011	
5864	RAB3A	RAB3A, member RAS oncogene family	Hs	06/30/2011	
5867	RAB4A	RAB4A, member RAS oncogene family	Hs	06/30/2011	
5866	RAB3IL1	RAB3A interacting protein (rabin3)-like 1	Hs	06/30/2011	
5860	QDPR	Quinoid dihydropteridine reductase	Hs	06/30/2011	
5863	RGL2	ral guanine nucleotide dissociation stimulator-like 2	Hs	06/30/2011	
5862	RAB2A	RAB2A, member RAS oncogene family	Hs	06/30/2011	
56848	SPHK2	sphingosine kinase 2	Hs	06/30/2011	
90871	C9orf123	chromosome 9 open reading frame 123	Hs	06/30/2011	
90874	ZNF697	zinc finger protein 697	Hs	06/30/2011	
64002	PCGEM1	prostate-specific transcript 1 (non-protein coding)	Hs	06/30/2011	
148423	C1orf52	chromosome 1 open reading frame 52	Hs	06/30/2011	
100132820	LOC100132820	similar to hCG1656091	Hs	06/30/2011	
5936	RBM4	RNA binding motif protein 4	Hs	06/30/2011	
100133197	LOC100133197	similar to Pyridoxal (pyridoxine, vitamin B6) kinase	Hs	06/30/2011	
5931	RBBP7	retinoblastoma binding protein 7	Hs	06/30/2011	
90293	KLHL13	kelch-like 13 (Drosophila)	Hs	06/30/2011	
9191	DEDD	death effector domain containing	Hs	06/30/2011	
7940	LST1	leukocyte specific transcript 1	Hs	06/30/2011	
7941	PLA2G7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	Hs	06/30/2011	
9197	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1	Hs	06/30/2011	
9196	KCNAB3	potassium voltage-gated channel, shaker-related subfamily, beta member 3	Hs	06/30/2011	
80380	PDCD1LG2	programmed cell death 1 ligand 2	Hs	06/30/2011	
80381	CD276	CD276 molecule	Hs	06/30/2011	
90121	TSR2	TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)	Hs	06/30/2011	
90120	C9orf69	chromosome 9 open reading frame 69	Hs	06/30/2011	
152274	LOC152274	hypothetical protein LOC152274	Hs	06/30/2011	
10518	CIB2	calcium and integrin binding family member 2	Hs	06/30/2011	
10519	CIB1	calcium and integrin binding 1 (calmyrin)	Hs	06/30/2011	
152273	FGD5	FYVE, RhoGEF and PH domain containing 5	Hs	06/30/2011	
10512	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	Hs	06/30/2011	
10513	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	Hs	06/30/2011	
10516	FBLN5	fibulin 5	Hs	06/30/2011	
10517	FBXW10	F-box and WD repeat domain containing 10	Hs	06/30/2011	
10514	MYBBP1A	MYB binding protein (P160) 1a	Hs	06/30/2011	
8867	SYNJ1	Synaptojanin 1	Hs	06/30/2011	
8864	PER2	period homolog 2 (Drosophila)	Hs	06/30/2011	
8862	APLN	Apelin	Hs	06/30/2011	
8863	PER3	period homolog 3 (Drosophila)	Hs	06/30/2011	
8861	LDB1	LIM domain binding 1	Hs	06/30/2011	
57714	KIAA1618	KIAA1618	Hs	06/30/2011	
8869	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	Hs	06/30/2011	
26834	RNU4-2	RNA, U4 small nuclear 2	Hs	06/30/2011	
26835	RNU4-1	RNA, U4 small nuclear 1	Hs	06/30/2011	
26836	RNU4-1B	RNA, U4 small nuclear 1B	Hs	06/30/2011	
26832	RNU5B-1	RNA, U5B small nuclear 1	Hs	06/30/2011	
149483	CCDC17	coiled-coil domain containing 17	Hs	06/30/2011	
157739	TDH	L-threonine dehydrogenase	Hs	06/30/2011	
100129206	LOC100129206	Hypothetical protein LOC100129206	Hs	06/30/2011	
414152	C10orf105	chromosome 10 open reading frame 105	Hs	06/30/2011	
100129203	LOC100129203	similar to mCG50504	Hs	06/30/2011	
